Year,Provider,Quarter,Members,RiskFactor,Regionality,Treatment,Avg_ACR_Other_Providers,Churn
2025,11,1,598409,0.8717571153576876,0,1,2.954444444444445,0
2016,12,2,474380,1.160074243158938,0,0,0.9426070155036683,1
2016,12,3,472976,1.160074243158938,0,0,0.9459403488370016,1
2016,12,4,474044,1.160074243158938,0,0,0.9459403488370016,0
2017,12,1,473034,1.16095781350717,0,0,1.0031600672980177,1
2017,12,2,471686,1.16095781350717,0,0,1.0109378450757955,1
2017,12,3,470300,1.16095781350717,0,0,1.0176045117424621,1
2017,12,4,472231,1.16095781350717,0,0,1.0176045117424621,0
2018,12,1,470530,1.158839613749628,0,0,1.0221130910255711,1
2018,12,2,469018,1.158839613749628,0,0,1.019890868803349,1
2018,12,3,467279,1.158839613749628,0,0,1.0244464243589044,1
2018,12,4,469010,1.158839613749628,0,0,1.0244464243589044,0
2019,12,1,467290,1.163814396734627,0,-1,0.9692222222222223,1
2019,12,2,466059,1.163814396734627,0,0,0.9718148148148149,1
2019,12,3,465130,1.163814396734627,0,0,0.978,1
2019,12,4,468847,1.163814396734627,0,0,0.978,0
2020,12,1,468763,1.150650700034431,0,0,1.0363333333333333,1
2020,12,2,470374,1.150650700034431,0,0,1.0518888888888889,0
2020,12,3,471409,1.150650700034431,0,0,1.0618888888888889,0
2020,12,4,474943,1.150650700034431,0,0,1.0618888888888889,0
2021,12,1,475587,1.16,0,0,1.2087777777777777,0
2021,12,2,477403,1.16,0,0,1.2087777777777777,0
2021,12,3,477797,1.16,0,0,1.212,0
2021,12,4,481063,1.16,0,0,1.232,0
2022,12,1,480908,1.144441582129982,0,0,1.2627777777777778,1
2022,12,2,480849,1.144441582129982,0,0,1.2672222222222222,1
2022,12,3,482482,1.144441582129982,0,0,1.2535555555555555,0
2022,12,4,486458,1.144441582129982,0,0,1.2535555555555555,0
2023,12,1,486293,1.15,0,1,1.4244444444444446,1
2023,12,2,484598,1.15,0,0,1.4244444444444446,1
2023,12,3,483556,1.15,0,0,1.4188888888888889,1
2023,12,4,486468,1.15,0,0,1.4186666666666665,0
2024,12,1,484157,1.14,0,1,1.579888888888889,1
2024,12,2,477080,1.14,0,0,1.5842222222222224,1
2024,12,3,475613,1.14,0,0,1.7005555555555556,1
2024,12,4,478255,1.14,0,1,1.9027777777777777,0
2025,12,1,474254,1.126273424264973,0,0,2.943333333333334,1
2016,13,2,7569245,1.044031742647722,0,0,0.9459403488370017,1
2016,13,3,7547428,1.044031742647722,0,0,0.949273682170335,1
2016,13,4,7567092,1.044031742647722,0,0,0.949273682170335,0
2017,13,1,7533520,1.056574539935584,0,0,1.0064934006313513,1
2017,13,2,7502036,1.056574539935584,0,0,1.014271178409129,1
2017,13,3,7471390,1.056574539935584,0,0,1.0209378450757955,1
2017,13,4,7494883,1.056574539935584,0,0,1.0209378450757955,0
2018,13,1,7461211,1.062123922282644,0,0,1.0254464243589045,1
2018,13,2,7432402,1.062123922282644,0,0,1.0232242021366824,1
2018,13,3,7408365,1.062123922282644,0,0,1.027779757692238,1
2018,13,4,7418822,1.062123922282644,0,0,1.027779757692238,0
2019,13,1,7378290,1.080757426113507,0,0,0.9703333333333335,1
2019,13,2,7351422,1.080757426113507,0,0,0.9729259259259261,1
2019,13,3,7320736,1.080757426113507,0,0,0.9791111111111112,1
2019,13,4,7343822,1.080757426113507,0,0,0.9791111111111112,0
2020,13,1,7253759,1.088407754489604,0,0,1.0374444444444444,1
2020,13,2,7261496,1.088407754489604,0,0,1.0530000000000002,0
2020,13,3,7255349,1.088407754489604,0,0,1.063,1
2020,13,4,7278943,1.088407754489604,0,0,1.063,0
2021,13,1,7208444,1.11,0,1,1.2054444444444443,1
2021,13,2,7171039,1.11,0,0,1.2054444444444443,1
2021,13,3,7155808,1.11,0,0,1.2086666666666668,1
2021,13,4,7152237,1.11,0,0,1.2286666666666666,1
2022,13,1,7099221,1.121050088418371,0,0,1.2594444444444444,1
2022,13,2,7109983,1.121050088418371,0,0,1.2638888888888888,0
2022,13,3,7115258,1.121050088418371,0,0,1.2502222222222221,0
2022,13,4,7139897,1.121050088418371,0,0,1.2502222222222221,0
2023,13,1,7100730,1.14,0,0,1.4266666666666667,1
2023,13,2,7112077,1.14,0,0,1.4266666666666667,0
2023,13,3,7116061,1.14,0,0,1.4211111111111112,0
2023,13,4,7135066,1.14,0,0,1.4208888888888889,0
2024,13,1,7108403,1.15,0,1,1.5799999999999998,1
2024,13,2,7026770,1.15,0,0,1.5843333333333334,1
2024,13,3,7011074,1.15,0,0,1.7006666666666668,1
2024,13,4,7009048,1.15,0,0,1.9162222222222223,1
2025,13,1,6976923,1.15993902951979,0,1,2.9445555555555556,1
2016,14,2,389776,0.7390750102160946,0,0,0.9470514599481128,0
2016,14,3,391101,0.7390750102160946,0,0,0.9503847932814461,0
2016,14,4,393506,0.7390750102160946,0,0,0.9503847932814461,0
2017,14,1,393451,0.758503756614358,0,0,1.0076045117424621,1
2017,14,2,395639,0.758503756614358,0,0,1.01538228952024,0
2017,14,3,396499,0.758503756614358,0,0,1.0220489561869066,0
2017,14,4,400374,0.758503756614358,0,0,1.0220489561869066,0
2018,14,1,400049,0.7585022744569585,0,0,1.0265575354700156,1
2018,14,2,400992,0.7585022744569585,0,0,1.0243353132477935,0
2018,14,3,401002,0.7585022744569585,0,0,1.0288908688033491,0
2018,14,4,403173,0.7585022744569585,0,0,1.0288908688033491,0
2019,14,1,405012,0.7817859824953473,0,0,0.9714444444444446,0
2019,14,2,401666,0.7817859824953473,0,0,0.9740370370370371,1
2019,14,3,400833,0.7817859824953473,0,0,0.9802222222222222,1
2019,14,4,401742,0.7817859824953473,0,0,0.9802222222222222,0
2020,14,1,399565,0.8014619419449626,0,0,1.0385555555555555,1
2020,14,2,396303,0.8014619419449626,0,1,1.0507777777777778,1
2020,14,3,387247,0.8014619419449626,0,0,1.0607777777777778,1
2020,14,4,388280,0.8014619419449626,0,0,1.0607777777777778,0
2021,14,1,385931,0.84,0,0,1.2076666666666667,1
2021,14,2,385711,0.84,0,0,1.2076666666666667,1
2021,14,3,384761,0.84,0,0,1.210888888888889,1
2021,14,4,386035,0.84,0,0,1.230888888888889,0
2022,14,1,385032,0.8596577337985316,0,0,1.2616666666666667,1
2022,14,2,385886,0.8596577337985316,0,0,1.2661111111111112,0
2022,14,3,387256,0.8596577337985316,0,0,1.2524444444444445,0
2022,14,4,389619,0.8596577337985316,0,0,1.2524444444444445,0
2023,14,1,389011,0.87,0,1,1.4272222222222224,1
2023,14,2,389316,0.87,0,0,1.4272222222222224,0
2023,14,3,389518,0.87,0,0,1.4216666666666666,0
2023,14,4,391530,0.87,0,0,1.4214444444444443,0
2024,14,1,390099,0.89,0,1,1.5859999999999999,1
2024,14,2,387895,0.89,0,0,1.5903333333333334,1
2024,14,3,387493,0.89,0,0,1.7066666666666666,1
2024,14,4,389540,0.89,0,0,1.9222222222222223,0
2025,14,1,389099,0.9097731167924714,0,1,2.9434444444444448,1
2016,15,2,31135,0.8622738921287956,1,0,0.9514959043925574,0
2016,15,3,31925,0.8622738921287956,1,0,0.9548292377258907,0
2016,15,4,32709,0.8622738921287956,1,0,0.9548292377258907,0
2017,15,1,33110,0.8412084414123746,1,0,1.0120489561869068,0
2017,15,2,33920,0.8412084414123746,1,0,1.0198267339646845,0
2017,15,3,34451,0.8412084414123746,1,0,1.026493400631351,0
2017,15,4,35297,0.8412084414123746,1,0,1.026493400631351,0
2018,15,1,35876,0.8228263154398376,1,-1,1.0321130910255711,0
2018,15,2,36955,0.8228263154398376,1,0,1.029890868803349,0
2018,15,3,37901,0.8228263154398376,1,0,1.0344464243589047,0
2018,15,4,38878,0.8228263154398376,1,0,1.0344464243589047,0
2019,15,1,39603,0.8227339322142867,1,0,0.9770000000000001,0
2019,15,2,40249,0.8227339322142867,1,0,0.9795925925925927,0
2019,15,3,40552,0.8227339322142867,1,0,0.9857777777777778,0
2019,15,4,41139,0.8227339322142867,1,0,0.9857777777777778,0
2020,15,1,41206,0.8214104131025467,1,0,1.044111111111111,0
2020,15,2,41560,0.8214104131025467,1,0,1.0596666666666668,0
2020,15,3,41673,0.8214104131025467,1,0,1.0696666666666665,0
2020,15,4,42032,0.8214104131025467,1,0,1.0696666666666665,0
2021,15,1,42051,0.82,1,1,1.2076666666666667,0
2021,15,2,40790,0.82,1,0,1.2076666666666667,1
2021,15,3,40431,0.82,1,0,1.210888888888889,1
2021,15,4,40534,0.82,1,0,1.230888888888889,0
2022,15,1,40450,0.8585977530981999,1,0,1.2616666666666667,1
2022,15,2,40531,0.8585977530981999,1,0,1.2661111111111112,0
2022,15,3,40605,0.8585977530981999,1,0,1.2524444444444445,0
2022,15,4,40766,0.8585977530981999,1,0,1.2524444444444445,0
2023,15,1,40671,0.87,1,1,1.426111111111111,1
2023,15,2,40547,0.87,1,0,1.426111111111111,1
2023,15,3,40478,0.87,1,0,1.4205555555555556,1
2023,15,4,40643,0.87,1,0,1.4203333333333332,0
2024,15,1,40515,0.89,1,1,1.5859999999999999,1
2024,15,2,40340,0.89,1,0,1.5903333333333334,1
2024,15,3,40272,0.89,1,0,1.7066666666666666,1
2024,15,4,40442,0.89,1,0,1.9222222222222223,0
2025,15,1,40229,0.9040757496550637,1,1,2.9434444444444448,1
2016,16,2,19592,0.7946729368690848,2,0,0.9448292377258906,1
2016,16,3,19622,0.7946729368690848,2,0,0.9481625710592239,0
2016,16,4,19936,0.7946729368690848,2,0,0.9481625710592239,0
2017,16,1,19974,0.8002012497598532,2,1,1.004271178409129,0
2017,16,2,20080,0.8002012497598532,2,0,1.0120489561869068,0
2017,16,3,20142,0.8002012497598532,2,0,1.0187156228535734,0
2017,16,4,20399,0.8002012497598532,2,0,1.0187156228535734,0
2018,16,1,20418,0.8042881330721231,2,0,1.0232242021366824,0
2018,16,2,20529,0.8042881330721231,2,0,1.0210019799144603,0
2018,16,3,20575,0.8042881330721231,2,0,1.0255575354700157,0
2018,16,4,20832,0.8042881330721231,2,0,1.0255575354700157,0
2019,16,1,20834,0.8094888098748744,2,0,0.9681111111111113,0
2019,16,2,20916,0.8094888098748744,2,0,0.9707037037037038,0
2019,16,3,20894,0.8094888098748744,2,0,0.9768888888888889,1
2019,16,4,21157,0.8094888098748744,2,0,0.9768888888888889,0
2020,16,1,21162,0.8094996973760491,2,-1,1.0374444444444444,0
2020,16,2,21215,0.8094996973760491,2,0,1.0530000000000002,0
2020,16,3,21257,0.8094996973760491,2,0,1.063,0
2020,16,4,21473,0.8094996973760491,2,0,1.063,0
2021,16,1,21493,0.8,2,1,1.2076666666666667,0
2021,16,2,21501,0.8,2,0,1.2076666666666667,0
2021,16,3,21513,0.8,2,0,1.210888888888889,0
2021,16,4,21705,0.8,2,0,1.230888888888889,0
2022,16,1,21765,0.8247052773169643,2,1,1.2594444444444444,0
2022,16,2,21727,0.8247052773169643,2,0,1.2638888888888888,1
2022,16,3,21707,0.8247052773169643,2,0,1.2502222222222221,1
2022,16,4,21913,0.8247052773169643,2,0,1.2502222222222221,0
2023,16,1,21903,0.83,2,1,1.423888888888889,1
2023,16,2,21841,0.83,2,0,1.423888888888889,1
2023,16,3,21802,0.83,2,0,1.4183333333333334,1
2023,16,4,22047,0.83,2,0,1.418111111111111,0
2024,16,1,22041,0.83,2,0,1.5848888888888888,1
2024,16,2,22037,0.83,2,0,1.5892222222222223,1
2024,16,3,22028,0.83,2,0,1.7055555555555555,1
2024,16,4,22274,0.83,2,0,1.9211111111111112,0
2025,16,1,22253,0.8407592621603179,2,1,2.9483333333333337,1
2016,17,2,59053,0.8357888691810065,2,0,0.9503847932814461,0
2016,17,3,59171,0.8357888691810065,2,0,0.9537181266147794,0
2016,17,4,59645,0.8357888691810065,2,0,0.9537181266147794,0
2017,17,1,59686,0.8510810646149202,2,1,1.0064934006313513,0
2017,17,2,59497,0.8510810646149202,2,0,1.014271178409129,1
2017,17,3,59514,0.8510810646149202,2,0,1.0209378450757955,0
2017,17,4,59654,0.8510810646149202,2,0,1.0209378450757955,0
2018,17,1,59672,0.8572765747724594,2,0,1.0254464243589045,0
2018,17,2,59464,0.8572765747724594,2,0,1.0232242021366824,1
2018,17,3,59583,0.8572765747724594,2,0,1.027779757692238,0
2018,17,4,59805,0.8572765747724594,2,0,1.027779757692238,0
2019,17,1,59733,0.8703607125136883,2,0,0.9703333333333335,1
2019,17,2,59753,0.8703607125136883,2,0,0.9729259259259261,0
2019,17,3,59612,0.8703607125136883,2,0,0.9791111111111112,1
2019,17,4,60005,0.8703607125136883,2,0,0.9791111111111112,0
2020,17,1,59852,0.8842705333555156,2,1,1.0352222222222223,1
2020,17,2,59543,0.8842705333555156,2,0,1.0507777777777778,1
2020,17,3,59518,0.8842705333555156,2,0,1.0607777777777778,1
2020,17,4,59837,0.8842705333555156,2,0,1.0607777777777778,0
2021,17,1,59912,0.91,2,0,1.2076666666666667,0
2021,17,2,59708,0.91,2,0,1.2076666666666667,1
2021,17,3,59659,0.91,2,0,1.210888888888889,1
2021,17,4,59978,0.91,2,0,1.230888888888889,0
2022,17,1,59883,0.9341761651455046,2,0,1.2616666666666667,1
2022,17,2,59845,0.9341761651455046,2,0,1.2661111111111112,1
2022,17,3,60121,0.9341761651455046,2,0,1.2524444444444445,0
2022,17,4,60641,0.9341761651455046,2,0,1.2524444444444445,0
2023,17,1,60650,0.95,2,1,1.4255555555555557,0
2023,17,2,60750,0.95,2,0,1.4255555555555557,0
2023,17,3,60628,0.95,2,0,1.4200000000000002,1
2023,17,4,61034,0.95,2,0,1.4197777777777778,0
2024,17,1,60812,0.97,2,1,1.583222222222222,1
2024,17,2,60561,0.97,2,0,1.5875555555555556,1
2024,17,3,60541,0.97,2,0,1.7038888888888888,1
2024,17,4,60804,0.97,2,0,1.9194444444444445,0
2025,17,1,60558,0.9814838215141036,2,1,2.943333333333334,1
2016,18,2,21529,0.9068411162517146,1,0,0.9459403488370017,0
2016,18,3,21743,0.9068411162517146,1,0,0.949273682170335,0
2016,18,4,22238,0.9068411162517146,1,0,0.949273682170335,0
2017,18,1,22409,0.911469722627926,1,0,1.0064934006313513,0
2017,18,2,22596,0.911469722627926,1,0,1.014271178409129,0
2017,18,3,22790,0.911469722627926,1,0,1.0209378450757955,0
2017,18,4,23315,0.911469722627926,1,0,1.0209378450757955,0
2018,18,1,23515,0.8993970782723584,1,0,1.0254464243589045,0
2018,18,2,23721,0.8993970782723584,1,0,1.0232242021366824,0
2018,18,3,23943,0.8993970782723584,1,0,1.027779757692238,0
2018,18,4,24380,0.8993970782723584,1,0,1.027779757692238,0
2019,18,1,24649,0.9041760863396564,1,0,0.9703333333333335,0
2019,18,2,24953,0.9041760863396564,1,0,0.9729259259259261,0
2019,18,3,25089,0.9041760863396564,1,0,0.9791111111111112,0
2019,18,4,25566,0.9041760863396564,1,0,0.9791111111111112,0
2020,18,1,25617,0.9073595748232488,1,0,1.0374444444444444,0
2020,18,2,25818,0.9073595748232488,1,0,1.0530000000000002,0
2020,18,3,25990,0.9073595748232488,1,0,1.063,0
2020,18,4,26439,0.9073595748232488,1,0,1.063,0
2021,18,1,26624,0.92,1,1,1.2065555555555554,0
2021,18,2,26748,0.92,1,0,1.2065555555555554,0
2021,18,3,26888,0.92,1,0,1.2097777777777776,0
2021,18,4,27217,0.92,1,0,1.2297777777777776,0
2022,18,1,27345,0.93561664639898,1,0,1.2605555555555554,0
2022,18,2,27493,0.93561664639898,1,0,1.265,0
2022,18,3,27641,0.93561664639898,1,0,1.2513333333333332,0
2022,18,4,28093,0.93561664639898,1,0,1.2513333333333332,0
2023,18,1,28128,0.94,1,1,1.4255555555555557,0
2023,18,2,28093,0.94,1,0,1.4255555555555557,1
2023,18,3,28082,0.94,1,0,1.4200000000000002,1
2023,18,4,28292,0.94,1,0,1.4197777777777778,0
2024,18,1,28281,0.95,1,1,1.5843333333333331,1
2024,18,2,28023,0.95,1,0,1.5886666666666664,1
2024,18,3,28015,0.95,1,1,1.6951111111111112,1
2024,18,4,27815,0.95,1,0,1.9106666666666667,1
2025,18,1,27647,0.9579754189226796,1,1,2.938888888888889,1
2016,19,2,16897,0.756036801460529,1,0,0.9470514599481128,0
2016,19,3,16985,0.756036801460529,1,0,0.9503847932814461,0
2016,19,4,17098,0.756036801460529,1,0,0.9503847932814461,0
2017,19,1,17099,0.7905417915941343,1,0,1.0076045117424621,0
2017,19,2,17185,0.7905417915941343,1,0,1.01538228952024,0
2017,19,3,17248,0.7905417915941343,1,0,1.0220489561869066,0
2017,19,4,17415,0.7905417915941343,1,0,1.0220489561869066,0
2018,19,1,17410,0.7943064291163155,1,0,1.0265575354700156,1
2018,19,2,17434,0.7943064291163155,1,0,1.0243353132477935,0
2018,19,3,17463,0.7943064291163155,1,0,1.0288908688033491,0
2018,19,4,17653,0.7943064291163155,1,0,1.0288908688033491,0
2019,19,1,17682,0.815717588650461,1,0,0.9714444444444446,0
2019,19,2,17691,0.815717588650461,1,0,0.9740370370370371,0
2019,19,3,17671,0.815717588650461,1,0,0.9802222222222222,1
2019,19,4,17819,0.815717588650461,1,0,0.9802222222222222,0
2020,19,1,17730,0.8601066526558646,1,1,1.0363333333333333,1
2020,19,2,17371,0.8601066526558646,1,0,1.0518888888888889,1
2020,19,3,17320,0.8601066526558646,1,0,1.0618888888888889,1
2020,19,4,17370,0.8601066526558646,1,0,1.0618888888888889,0
2021,19,1,17228,0.86,1,0,1.2087777777777777,1
2021,19,2,17144,0.86,1,0,1.2087777777777777,1
2021,19,3,17039,0.86,1,0,1.212,1
2021,19,4,17074,0.86,1,0,1.232,0
2022,19,1,17007,0.8750606793517642,1,-1,1.2663333333333333,1
2022,19,2,16977,0.8750606793517642,1,0,1.2707777777777778,1
2022,19,3,16964,0.8750606793517642,1,0,1.257111111111111,1
2022,19,4,17028,0.8750606793517642,1,0,1.257111111111111,0
2023,19,1,17025,0.91,1,1,1.429,1
2023,19,2,16944,0.91,1,0,1.429,1
2023,19,3,16883,0.91,1,0,1.4234444444444445,1
2023,19,4,16961,0.91,1,0,1.4232222222222222,0
2024,19,1,16928,0.92,1,1,1.587111111111111,1
2024,19,2,16729,0.92,1,0,1.5914444444444444,1
2024,19,3,16675,0.92,1,0,1.7077777777777776,1
2024,19,4,16695,0.92,1,1,1.9122222222222223,0
2025,19,1,15991,0.9437616157012634,1,1,2.938,1
2016,20,2,40122,0.7639173706435385,1,0,0.9503847932814461,0
2016,20,3,40507,0.7639173706435385,1,0,0.9537181266147794,0
2016,20,4,40833,0.7639173706435385,1,0,0.9537181266147794,0
2017,20,1,40686,0.7873336608620012,1,0,1.0109378450757955,1
2017,20,2,41092,0.7873336608620012,1,0,1.0187156228535734,0
2017,20,3,41239,0.7873336608620012,1,0,1.02538228952024,0
2017,20,4,41595,0.7873336608620012,1,0,1.02538228952024,0
2018,20,1,41518,0.7866589733807442,1,-1,1.0312242021366822,1
2018,20,2,42273,0.7866589733807442,1,0,1.0290019799144603,0
2018,20,3,42902,0.7866589733807442,1,0,1.0335575354700157,0
2018,20,4,43781,0.7866589733807442,1,0,1.0335575354700157,0
2019,20,1,44034,0.7912666757339825,1,-1,0.9786666666666668,0
2019,20,2,45492,0.7912666757339825,1,0,0.9812592592592594,0
2019,20,3,46046,0.7912666757339825,1,0,0.9874444444444445,0
2019,20,4,46958,0.7912666757339825,1,0,0.9874444444444445,0
2020,20,1,47387,0.8044585540112499,1,0,1.045777777777778,0
2020,20,2,48664,0.8044585540112499,1,0,1.0613333333333335,0
2020,20,3,49336,0.8044585540112499,1,0,1.0713333333333332,0
2020,20,4,50080,0.8044585540112499,1,0,1.0713333333333332,0
2021,20,1,50434,0.81,1,0,1.2182222222222223,0
2021,20,2,53606,0.81,1,0,1.2182222222222223,0
2021,20,3,54591,0.81,1,0,1.2214444444444446,0
2021,20,4,56198,0.81,1,0,1.2414444444444446,0
2022,20,1,58078,0.8085331147304582,1,0,1.2722222222222221,0
2022,20,2,64130,0.8085331147304582,1,0,1.2766666666666668,0
2022,20,3,67027,0.8085331147304582,1,1,1.2575555555555555,0
2022,20,4,68143,0.8085331147304582,1,0,1.2575555555555555,0
2023,20,1,68457,0.81,1,0,1.434,0
2023,20,2,70121,0.81,1,0,1.434,0
2023,20,3,70275,0.81,1,0,1.4284444444444444,0
2023,20,4,70090,0.81,1,0,1.428222222222222,1
2024,20,1,71999,0.81,1,1,1.5904444444444443,0
2024,20,2,69085,0.81,1,0,1.5947777777777778,1
2024,20,3,68511,0.81,1,1,1.7051111111111112,1
2024,20,4,63376,0.81,1,0,1.9206666666666667,1
2025,20,1,61884,0.8061265555729196,1,1,2.9434444444444448,1
2016,21,2,9902,0.8262195581615064,2,0,0.9481625710592239,0
2016,21,3,9945,0.8262195581615064,2,0,0.9514959043925572,0
2016,21,4,10063,0.8262195581615064,2,0,0.9514959043925572,0
2017,21,1,10055,0.8393872646208594,2,0,1.0087156228535732,1
2017,21,2,10109,0.8393872646208594,2,0,1.016493400631351,0
2017,21,3,10113,0.8393872646208594,2,0,1.0231600672980177,0
2017,21,4,10237,0.8393872646208594,2,0,1.0231600672980177,0
2018,21,1,10243,0.833569375573215,2,0,1.0276686465811267,0
2018,21,2,10265,0.833569375573215,2,0,1.0254464243589045,0
2018,21,3,10280,0.833569375573215,2,0,1.0300019799144602,0
2018,21,4,10442,0.833569375573215,2,0,1.0300019799144602,0
2019,21,1,10433,0.8491500032500717,2,0,0.9725555555555556,1
2019,21,2,10456,0.8491500032500717,2,0,0.9751481481481482,0
2019,21,3,10424,0.8491500032500717,2,0,0.9813333333333333,1
2019,21,4,10489,0.8491500032500717,2,0,0.9813333333333333,0
2020,21,1,10498,0.8436561220632002,2,0,1.0396666666666665,0
2020,21,2,10494,0.8436561220632002,2,0,1.0552222222222223,1
2020,21,3,10502,0.8436561220632002,2,0,1.065222222222222,0
2020,21,4,10552,0.8436561220632002,2,0,1.065222222222222,0
2021,21,1,10551,0.86,2,0,1.212111111111111,1
2021,21,2,10551,0.86,2,0,1.212111111111111,0
2021,21,3,10563,0.86,2,0,1.2153333333333334,0
2021,21,4,10695,0.86,2,0,1.2353333333333332,0
2022,21,1,10687,0.889045343832542,2,0,1.266111111111111,1
2022,21,2,10700,0.889045343832542,2,0,1.2705555555555554,0
2022,21,3,10712,0.889045343832542,2,0,1.2568888888888887,0
2022,21,4,10804,0.889045343832542,2,0,1.2568888888888887,0
2023,21,1,10761,0.0,2,0,1.4333333333333333,1
2023,21,2,10828,0.0,2,0,1.4333333333333333,0
2023,21,3,10857,0.0,2,0,1.4277777777777778,0
2023,21,4,11035,0.0,2,0,1.4275555555555555,0
2024,21,1,11071,0.92,2,0,1.5943333333333332,0
2024,21,2,11157,0.92,2,0,1.5986666666666667,0
2024,21,3,11185,0.92,2,0,1.7149999999999999,0
2024,21,4,11398,0.92,2,0,1.9305555555555556,0
2025,21,1,11459,0.9389467509408096,2,1,2.959111111111111,0
2016,22,2,44614,0.7732329177618964,1,0,0.9526070155036683,0
2016,22,3,47371,0.7732329177618964,1,0,0.9559403488370017,0
2016,22,4,49195,0.7732329177618964,1,0,0.9559403488370017,0
2017,22,1,50375,0.7660025419336522,1,1,1.011493400631351,0
2017,22,2,51611,0.7660025419336522,1,0,1.0192711784091288,0
2017,22,3,52449,0.7660025419336522,1,0,1.0259378450757954,0
2017,22,4,53776,0.7660025419336522,1,0,1.0259378450757954,0
2018,22,1,54122,0.7643605152414981,1,0,1.0304464243589044,0
2018,22,2,54842,0.7643605152414981,1,0,1.0282242021366823,0
2018,22,3,55409,0.7643605152414981,1,0,1.032779757692238,0
2018,22,4,56474,0.7643605152414981,1,0,1.032779757692238,0
2019,22,1,56745,0.7787759589263683,1,0,0.9753333333333334,0
2019,22,2,57298,0.7787759589263683,1,0,0.977925925925926,0
2019,22,3,57506,0.7787759589263683,1,0,0.984111111111111,0
2019,22,4,58384,0.7787759589263683,1,0,0.984111111111111,0
2020,22,1,58563,0.7872629681774086,1,0,1.0424444444444443,0
2020,22,2,58976,0.7872629681774086,1,0,1.058,0
2020,22,3,59403,0.7872629681774086,1,0,1.0679999999999998,0
2020,22,4,60102,0.7872629681774086,1,0,1.0679999999999998,0
2021,22,1,60246,0.81,1,0,1.2148888888888887,0
2021,22,2,61847,0.81,1,0,1.2148888888888887,0
2021,22,3,62664,0.81,1,0,1.2181111111111111,0
2021,22,4,63815,0.81,1,0,1.238111111111111,0
2022,22,1,64542,0.8057061975055131,1,0,1.2688888888888887,0
2022,22,2,68316,0.8057061975055131,1,0,1.2733333333333332,0
2022,22,3,69945,0.8057061975055131,1,0,1.2596666666666665,0
2022,22,4,71702,0.8057061975055131,1,0,1.2596666666666665,0
2023,22,1,72512,0.79,1,1,1.4283333333333335,0
2023,22,2,72609,0.79,1,0,1.4283333333333335,0
2023,22,3,72662,0.79,1,0,1.422777777777778,0
2023,22,4,73254,0.79,1,0,1.4225555555555556,0
2024,22,1,73115,0.79,1,-1,1.592111111111111,1
2024,22,2,74996,0.79,1,0,1.5964444444444446,0
2024,22,3,75929,0.79,1,0,1.7127777777777777,0
2024,22,4,77162,0.79,1,0,1.9283333333333335,0
2025,22,1,77742,0.7795603294426169,1,1,2.956888888888889,0
2016,23,2,20465,0.9411296227067314,1,0,0.9503847932814461,0
2016,23,3,21018,0.9411296227067314,1,0,0.9537181266147794,0
2016,23,4,21694,0.9411296227067314,1,0,0.9537181266147794,0
2017,23,1,22078,0.9136930802073606,1,1,1.0087156228535732,0
2017,23,2,22446,0.9136930802073606,1,0,1.016493400631351,0
2017,23,3,22652,0.9136930802073606,1,0,1.0231600672980177,0
2017,23,4,22990,0.9136930802073606,1,0,1.0231600672980177,0
2018,23,1,23195,0.8886188469814367,1,0,1.0276686465811267,0
2018,23,2,23949,0.8886188469814367,1,0,1.0254464243589045,0
2018,23,3,24613,0.8886188469814367,1,0,1.0300019799144602,0
2018,23,4,25174,0.8886188469814367,1,0,1.0300019799144602,0
2019,23,1,25489,0.8758574693548331,1,-1,0.9747777777777779,0
2019,23,2,25885,0.8758574693548331,1,0,0.9773703703703704,0
2019,23,3,26127,0.8758574693548331,1,0,0.9835555555555555,0
2019,23,4,26602,0.8758574693548331,1,0,0.9835555555555555,0
2020,23,1,26817,0.8623460401146353,1,0,1.0418888888888889,0
2020,23,2,27384,0.8623460401146353,1,0,1.0574444444444444,0
2020,23,3,27707,0.8623460401146353,1,0,1.0674444444444444,0
2020,23,4,28026,0.8623460401146353,1,0,1.0674444444444444,0
2021,23,1,28246,0.89,1,1,1.2076666666666667,0
2021,23,2,27772,0.89,1,0,1.2076666666666667,1
2021,23,3,27839,0.89,1,0,1.210888888888889,0
2021,23,4,27933,0.89,1,0,1.230888888888889,0
2022,23,1,28020,0.8930199074957927,1,0,1.2616666666666667,0
2022,23,2,28150,0.8930199074957927,1,0,1.2661111111111112,0
2022,23,3,28296,0.8930199074957927,1,0,1.2524444444444445,0
2022,23,4,28354,0.8930199074957927,1,0,1.2524444444444445,0
2023,23,1,28455,0.89,1,1,1.4266666666666667,0
2023,23,2,28417,0.89,1,0,1.4266666666666667,1
2023,23,3,28320,0.89,1,0,1.4211111111111112,1
2023,23,4,28416,0.89,1,0,1.4208888888888889,0
2024,23,1,28735,0.9,1,0,1.5876666666666666,0
2024,23,2,28975,0.9,1,0,1.592,0
2024,23,3,29399,0.9,1,0,1.7083333333333333,0
2024,23,4,30014,0.9,1,0,1.923888888888889,0
2025,23,1,30613,0.9000675730089399,1,1,2.9534444444444445,0
2016,24,2,127846,0.7339693084872598,0,0,0.9448292377258906,1
2016,24,3,127873,0.7339693084872598,0,0,0.9481625710592239,0
2016,24,4,128923,0.7339693084872598,0,0,0.9481625710592239,0
2017,24,1,128966,0.7470262378959215,0,0,1.00538228952024,0
