Year,Provider,Quarter,RiskFactor,Regionality,Treatment,Churn,CATE(1 vs 0),CATE(1 vs -1),CATE(0 vs -1)
2023,19,3,13,1,0,1,0.60311992596561,0.06614887212456799,-0.536971053841042
2023,19,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2024,19,1,13,1,1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2024,19,2,13,1,0,1,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2024,19,3,13,1,0,1,0.60311992596561,0.06614887212456799,-0.536971053841042
2024,19,4,13,1,1,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2025,19,1,13,1,1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2016,20,2,10,1,0,0,-0.0005810521010050085,-0.22413793103448276,-0.22355687893347775
2016,20,3,10,1,0,0,0.4355340370470922,-0.055574555403556714,-0.4911085924506489
2016,20,4,10,1,0,0,0.13171804093805872,-0.17452528269682094,-0.30624332363487966
2017,20,1,11,1,0,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2017,20,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2017,20,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2017,20,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2018,20,1,11,1,-1,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2018,20,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2018,20,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2018,20,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2019,20,1,11,1,-1,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2019,20,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2019,20,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2019,20,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2020,20,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2020,20,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2020,20,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2020,20,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2021,20,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2021,20,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2021,20,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2021,20,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2022,20,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2022,20,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2022,20,3,11,1,1,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2022,20,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2023,20,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2023,20,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2023,20,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2023,20,4,11,1,0,1,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2024,20,1,11,1,1,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2024,20,2,11,1,0,1,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2024,20,3,11,1,1,1,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2024,20,4,11,1,0,1,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2025,20,1,11,1,1,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2016,21,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2016,21,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2016,21,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2017,21,1,11,2,0,1,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2017,21,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2017,21,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2017,21,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2018,21,1,11,2,0,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2018,21,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2018,21,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2018,21,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2019,21,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2019,21,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2019,21,3,12,2,0,1,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2019,21,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2020,21,1,12,2,0,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2020,21,2,12,2,0,1,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2020,21,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2020,21,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2021,21,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2021,21,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2021,21,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2021,21,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2022,21,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2022,21,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2022,21,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2022,21,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2023,21,1,0,2,0,1,-0.4366881648517009,-0.15899367130685044,0.2776944935448505
2023,21,2,0,2,0,0,0.09974699583605995,-0.22413793103448276,-0.3238849268705427
2023,21,3,0,2,0,0,0.19297460967396296,-0.2765957446808511,-0.46957035435481403
2023,21,4,0,2,0,0,0.03640467078795015,-0.2349131586694142,-0.2713178294573644
2024,21,1,13,2,0,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2024,21,2,13,2,0,0,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
2024,21,3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
2024,21,4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
2025,21,1,13,2,1,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2016,22,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2016,22,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2016,22,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2017,22,1,10,1,1,0,0.025936481012357848,-0.27419166094016373,-0.3001281419525216
2017,22,2,10,1,0,0,-0.0005810521010050085,-0.22413793103448276,-0.22355687893347775
2017,22,3,10,1,0,0,0.4355340370470922,-0.055574555403556714,-0.4911085924506489
2017,22,4,10,1,0,0,0.13171804093805872,-0.17452528269682094,-0.30624332363487966
2018,22,1,10,1,0,0,0.025936481012357848,-0.27419166094016373,-0.3001281419525216
2018,22,2,10,1,0,0,-0.0005810521010050085,-0.22413793103448276,-0.22355687893347775
2018,22,3,10,1,0,0,0.4355340370470922,-0.055574555403556714,-0.4911085924506489
2018,22,4,10,1,0,0,0.13171804093805872,-0.17452528269682094,-0.30624332363487966
2019,22,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2019,22,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2019,22,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2019,22,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2020,22,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2020,22,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2020,22,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2020,22,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2021,22,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2021,22,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2021,22,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2021,22,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2022,22,1,11,1,0,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2022,22,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2022,22,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2022,22,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2023,22,1,11,1,1,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2023,22,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2023,22,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2023,22,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2024,22,1,11,1,-1,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2024,22,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2024,22,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2024,22,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2025,22,1,11,1,1,0,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2016,23,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2016,23,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2016,23,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2017,23,1,13,1,1,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2017,23,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2017,23,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2017,23,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2018,23,1,12,1,0,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2018,23,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2018,23,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2018,23,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2019,23,1,12,1,-1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2019,23,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2019,23,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2019,23,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2020,23,1,12,1,0,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2020,23,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2020,23,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2020,23,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2021,23,1,12,1,1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2021,23,2,12,1,0,1,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2021,23,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2021,23,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2022,23,1,12,1,0,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2022,23,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2022,23,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2022,23,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2023,23,1,12,1,1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2023,23,2,12,1,0,1,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2023,23,3,12,1,0,1,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2023,23,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2024,23,1,12,1,0,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2024,23,2,12,1,0,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2024,23,3,12,1,0,0,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2024,23,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2025,23,1,12,1,1,0,0.09679673862617699,0.11879947067491836,0.02200273204874137
2016,24,2,10,0,0,1,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2016,24,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2016,24,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2017,24,1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2017,24,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2017,24,3,10,0,0,1,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2017,24,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2018,24,1,10,0,0,1,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2018,24,2,10,0,0,1,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2018,24,3,10,0,0,1,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2018,24,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2019,24,1,11,0,-1,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2019,24,2,11,0,0,1,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
2019,24,3,11,0,0,1,0.3241296181305793,-0.028773692623886737,-0.352903310754466
2019,24,4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
2020,24,1,11,0,1,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2020,24,2,11,0,0,1,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
2020,24,3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
2020,24,4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
2021,24,1,11,0,0,1,0.3082396542961632,0.2663907091511747,-0.04184894514498849
2021,24,2,11,0,0,0,0.14972239721087915,-0.12581685830093475,-0.2755392555118139
2021,24,3,11,0,0,0,0.3241296181305793,-0.028773692623886737,-0.352903310754466
2021,24,4,11,0,0,0,0.2800872120656032,-0.07831325301204817,-0.3584004650776514
2022,24,1,12,0,-1,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2022,24,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2022,24,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2022,24,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2023,24,1,12,0,0,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2023,24,2,12,0,0,0,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2023,24,3,12,0,0,0,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2023,24,4,12,0,0,0,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2024,24,1,12,0,1,0,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2024,24,2,12,0,0,1,0.11093136482450178,-0.12581685830093475,-0.23674822312543653
2024,24,3,12,0,1,1,0.4414761232759629,-0.028773692623886737,-0.47024981589984965
2024,24,4,12,0,1,1,0.2856084106867695,-0.17289719626168226,-0.45850560694845177
2025,24,1,12,0,0,1,0.12557724252491687,-0.07683639562157951,-0.20241363814649638
2016,25,2,13,2,0,1,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
2016,25,3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
2016,25,4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
2017,25,1,12,2,1,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2017,25,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2017,25,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2017,25,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2018,25,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2018,25,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2018,25,3,12,2,0,1,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2018,25,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2019,25,1,12,2,0,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2019,25,2,12,2,0,1,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2019,25,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2019,25,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2020,25,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2020,25,2,12,2,0,1,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2020,25,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2020,25,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2021,25,1,12,2,0,1,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2021,25,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2021,25,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2021,25,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2022,25,1,12,2,0,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2022,25,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2022,25,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2022,25,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2023,25,1,11,2,-1,1,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2023,25,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2023,25,3,11,2,0,0,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2023,25,4,11,2,-1,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2024,25,1,11,2,1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2024,25,2,11,2,0,0,0.0737255539821654,-0.22413793103448276,-0.29786348501664817
2024,25,3,11,2,0,1,0.07258353533715134,-0.4175186515612048,-0.49010218689835616
2024,25,4,11,2,0,0,0.1061074795021141,-0.09734355500089145,-0.20345103450300556
2025,25,1,11,2,1,0,-0.07994685183412006,-0.026300234913171322,0.05364661692094874
2016,26,2,11,1,0,1,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2016,26,3,11,1,0,1,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2016,26,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2017,26,1,11,1,0,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2017,26,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2017,26,3,11,1,0,1,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2017,26,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2018,26,1,11,1,0,1,0.05495192819211098,-0.2964119550010546,-0.3513638831931656
2018,26,2,11,1,0,0,0.1408570083413047,-0.22413793103448276,-0.3649949393757875
2018,26,3,11,1,0,0,0.2848195056627071,-0.15574994666097708,-0.44056945232368416
2018,26,4,11,1,0,0,0.24713839485121564,-0.05196220930232548,-0.2991006041535411
2019,26,1,12,1,0,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2019,26,2,12,1,1,0,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2019,26,3,12,1,1,1,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2019,26,4,12,1,0,1,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2020,26,1,12,1,1,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2020,26,2,12,1,0,1,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2020,26,3,12,1,0,1,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2020,26,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2021,26,1,12,1,-1,1,0.09679673862617699,0.11879947067491836,0.02200273204874137
2021,26,2,12,1,0,1,-0.07381104706302186,-0.38732394366197187,-0.31351289659895
2021,26,3,12,1,0,1,0.6335580711154193,0.1642734509130639,-0.4692846202023554
2021,26,4,12,1,0,0,0.14571277540711253,-0.17452528269682094,-0.32023805810393347
2022,26,1,13,1,-1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2022,26,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2022,26,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2022,26,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2023,26,1,13,1,-1,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2023,26,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2023,26,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2023,26,4,13,1,0,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2024,26,1,13,1,0,1,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2024,26,2,13,1,0,0,-0.05025822767937027,-0.22413793103448276,-0.1738797033551125
2024,26,3,13,1,0,0,0.60311992596561,0.06614887212456799,-0.536971053841042
2024,26,4,13,1,1,0,0.027846893342939827,-0.11579021869912944,-0.14363711204206925
2025,26,1,13,1,1,0,0.0789484172886738,-0.2497368572958345,-0.3286852745845083
2016,27,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2016,27,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2016,27,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2017,27,1,12,2,0,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2017,27,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2017,27,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2017,27,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2018,27,1,12,2,0,0,-0.022594278564517734,0.2154666480849049,0.23806092664942263
2018,27,2,12,2,0,0,-0.0019969355478640094,-0.22413793103448276,-0.22214099548661875
2018,27,3,12,2,0,0,0.09884028766183028,-0.5669279469400061,-0.6657682346018364
2018,27,4,12,2,0,0,0.06487827353282377,-0.269889840881273,-0.3347681144140967
2019,27,1,13,2,0,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2019,27,2,13,2,0,0,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
2019,27,3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
2019,27,4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
2020,27,1,13,2,1,0,-0.052462212653303614,-0.13912918017978457,-0.08666696752648095
2020,27,2,13,2,1,0,-0.19238226859689736,-0.33999999999999997,-0.14761773140310264
2020,27,3,13,2,0,0,0.08912137265991493,-0.2765957446808511,-0.365717117340766
2020,27,4,13,2,0,0,0.19073329984932194,-0.14429175475687106,-0.335025054606193
2021,27,1,14,2,-1,1,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2021,27,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2021,27,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2021,27,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2022,27,1,14,2,0,0,-0.03355104409736165,0.15398522839158157,0.18753627248894322
2022,27,2,14,2,0,0,-0.02362405641988874,-0.22413793103448276,-0.20051387461459402
2022,27,3,14,2,0,0,0.16182031227726387,-0.10704787234042551,-0.26886818461768935
2022,27,4,14,2,0,0,0.17399555637844843,-0.14429175475687106,-0.3182873111353195
2023,27,1,0,2,1,0,-0.4366881648517009,-0.15899367130685044,0.2776944935448505
2023,27,2,0,2,0,0,0.09974699583605995,-0.22413793103448276,-0.3238849268705427
2023,27,3,0,2,0,0,0.19297460967396296,-0.2765957446808511,-0.46957035435481403
2023,27,4,0,2,1,0,0.03640467078795015,-0.2349131586694142,-0.2713178294573644
2024,27,1,15,2,-1,0,-0.5406433777415613,-0.09474984023136662,0.4458935375101947
2024,27,2,15,2,0,0,-0.27488210128345436,-0.33999999999999997,-0.06511789871654561
2024,27,3,15,2,0,0,-0.08639101361962548,-0.2765957446808511,-0.1902047310612256
2024,27,4,15,2,0,0,0.1914507360819015,-0.14429175475687106,-0.33574249083877256
2025,27,1,16,2,1,0,-0.03623592852420188,0.0721882799560144,0.10842420848021628
2016,28,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2016,28,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2016,28,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2017,28,1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2017,28,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2017,28,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2017,28,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2018,28,1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2018,28,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2018,28,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2018,28,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2019,28,1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2019,28,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2019,28,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2019,28,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2020,28,1,10,0,0,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2020,28,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2020,28,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
2020,28,4,10,0,0,0,0.3471794564896343,-0.07831325301204817,-0.42549270950168244
2021,28,1,10,0,1,0,-0.00925330210833103,-0.3136285254762814,-0.30437522336795036
2021,28,2,10,0,0,0,0.07474630714171165,-0.3642320981770524,-0.438978405318764
2021,28,3,10,0,0,0,0.09987578863326302,-0.3608161317265244,-0.4606919203597874
