Year,Provider,Quarter,RiskFactor,Regionality,Treatment,Avg_ACR_Other_Providers,Churn
2020,13,4,1.088407754489604,0,0,1.063,0
2021,13,1,1.11,0,1,1.2054444444444443,1
2021,13,2,1.11,0,0,1.2054444444444443,1
2021,13,3,1.11,0,0,1.2086666666666668,1
2021,13,4,1.11,0,0,1.2286666666666666,1
2022,13,1,1.121050088418371,0,0,1.2594444444444444,1
2022,13,2,1.121050088418371,0,0,1.2638888888888888,0
2022,13,3,1.121050088418371,0,0,1.2502222222222221,0
2022,13,4,1.121050088418371,0,0,1.2502222222222221,0
2023,13,1,1.14,0,0,1.4266666666666667,1
2023,13,2,1.14,0,0,1.4266666666666667,0
2023,13,3,1.14,0,0,1.4211111111111112,0
2023,13,4,1.14,0,0,1.4208888888888889,0
2024,13,1,1.15,0,1,1.5799999999999998,1
2024,13,2,1.15,0,0,1.5843333333333334,1
2024,13,3,1.15,0,0,1.7006666666666668,1
2024,13,4,1.15,0,0,1.9162222222222223,1
2025,13,1,1.15993902951979,0,1,2.9445555555555556,1
2016,14,2,0.7390750102160946,0,0,0.9470514599481128,0
2016,14,3,0.7390750102160946,0,0,0.9503847932814461,0
2016,14,4,0.7390750102160946,0,0,0.9503847932814461,0
2017,14,1,0.758503756614358,0,0,1.0076045117424621,1
2017,14,2,0.758503756614358,0,0,1.01538228952024,0
2017,14,3,0.758503756614358,0,0,1.0220489561869066,0
2017,14,4,0.758503756614358,0,0,1.0220489561869066,0
2018,14,1,0.7585022744569585,0,0,1.0265575354700156,1
2018,14,2,0.7585022744569585,0,0,1.0243353132477935,0
2018,14,3,0.7585022744569585,0,0,1.0288908688033491,0
2018,14,4,0.7585022744569585,0,0,1.0288908688033491,0
2019,14,1,0.7817859824953473,0,0,0.9714444444444446,0
2019,14,2,0.7817859824953473,0,0,0.9740370370370371,1
2019,14,3,0.7817859824953473,0,0,0.9802222222222222,1
2019,14,4,0.7817859824953473,0,0,0.9802222222222222,0
2020,14,1,0.8014619419449626,0,0,1.0385555555555555,1
2020,14,2,0.8014619419449626,0,1,1.0507777777777778,1
2020,14,3,0.8014619419449626,0,0,1.0607777777777778,1
2020,14,4,0.8014619419449626,0,0,1.0607777777777778,0
2021,14,1,0.84,0,0,1.2076666666666667,1
2021,14,2,0.84,0,0,1.2076666666666667,1
2021,14,3,0.84,0,0,1.210888888888889,1
2021,14,4,0.84,0,0,1.230888888888889,0
2022,14,1,0.8596577337985316,0,0,1.2616666666666667,1
2022,14,2,0.8596577337985316,0,0,1.2661111111111112,0
2022,14,3,0.8596577337985316,0,0,1.2524444444444445,0
2022,14,4,0.8596577337985316,0,0,1.2524444444444445,0
2023,14,1,0.87,0,1,1.4272222222222224,1
2023,14,2,0.87,0,0,1.4272222222222224,0
2023,14,3,0.87,0,0,1.4216666666666666,0
2023,14,4,0.87,0,0,1.4214444444444443,0
2024,14,1,0.89,0,1,1.5859999999999999,1
2024,14,2,0.89,0,0,1.5903333333333334,1
2024,14,3,0.89,0,0,1.7066666666666666,1
2024,14,4,0.89,0,0,1.9222222222222223,0
2025,14,1,0.9097731167924714,0,1,2.9434444444444448,1
2016,15,2,0.8622738921287956,1,0,0.9514959043925574,0
2016,15,3,0.8622738921287956,1,0,0.9548292377258907,0
2016,15,4,0.8622738921287956,1,0,0.9548292377258907,0
2017,15,1,0.8412084414123746,1,0,1.0120489561869068,0
2017,15,2,0.8412084414123746,1,0,1.0198267339646845,0
2017,15,3,0.8412084414123746,1,0,1.026493400631351,0
2017,15,4,0.8412084414123746,1,0,1.026493400631351,0
2018,15,1,0.8228263154398376,1,-1,1.0321130910255711,0
2018,15,2,0.8228263154398376,1,0,1.029890868803349,0
2018,15,3,0.8228263154398376,1,0,1.0344464243589047,0
2018,15,4,0.8228263154398376,1,0,1.0344464243589047,0
2019,15,1,0.8227339322142867,1,0,0.9770000000000001,0
2019,15,2,0.8227339322142867,1,0,0.9795925925925927,0
2019,15,3,0.8227339322142867,1,0,0.9857777777777778,0
2019,15,4,0.8227339322142867,1,0,0.9857777777777778,0
2020,15,1,0.8214104131025467,1,0,1.044111111111111,0
2020,15,2,0.8214104131025467,1,0,1.0596666666666668,0
2020,15,3,0.8214104131025467,1,0,1.0696666666666665,0
2020,15,4,0.8214104131025467,1,0,1.0696666666666665,0
2021,15,1,0.82,1,1,1.2076666666666667,0
2021,15,2,0.82,1,0,1.2076666666666667,1
2021,15,3,0.82,1,0,1.210888888888889,1
2021,15,4,0.82,1,0,1.230888888888889,0
2022,15,1,0.8585977530981999,1,0,1.2616666666666667,1
2022,15,2,0.8585977530981999,1,0,1.2661111111111112,0
2022,15,3,0.8585977530981999,1,0,1.2524444444444445,0
2022,15,4,0.8585977530981999,1,0,1.2524444444444445,0
2023,15,1,0.87,1,1,1.426111111111111,1
2023,15,2,0.87,1,0,1.426111111111111,1
2023,15,3,0.87,1,0,1.4205555555555556,1
2023,15,4,0.87,1,0,1.4203333333333332,0
2024,15,1,0.89,1,1,1.5859999999999999,1
2024,15,2,0.89,1,0,1.5903333333333334,1
2024,15,3,0.89,1,0,1.7066666666666666,1
2024,15,4,0.89,1,0,1.9222222222222223,0
2025,15,1,0.9040757496550637,1,1,2.9434444444444448,1
2016,16,2,0.7946729368690848,2,0,0.9448292377258906,1
2016,16,3,0.7946729368690848,2,0,0.9481625710592239,0
2016,16,4,0.7946729368690848,2,0,0.9481625710592239,0
2017,16,1,0.8002012497598532,2,1,1.004271178409129,0
2017,16,2,0.8002012497598532,2,0,1.0120489561869068,0
2017,16,3,0.8002012497598532,2,0,1.0187156228535734,0
2017,16,4,0.8002012497598532,2,0,1.0187156228535734,0
2018,16,1,0.8042881330721231,2,0,1.0232242021366824,0
2018,16,2,0.8042881330721231,2,0,1.0210019799144603,0
2018,16,3,0.8042881330721231,2,0,1.0255575354700157,0
2018,16,4,0.8042881330721231,2,0,1.0255575354700157,0
2019,16,1,0.8094888098748744,2,0,0.9681111111111113,0
2019,16,2,0.8094888098748744,2,0,0.9707037037037038,0
2019,16,3,0.8094888098748744,2,0,0.9768888888888889,1
2019,16,4,0.8094888098748744,2,0,0.9768888888888889,0
2020,16,1,0.8094996973760491,2,-1,1.0374444444444444,0
2020,16,2,0.8094996973760491,2,0,1.0530000000000002,0
2020,16,3,0.8094996973760491,2,0,1.063,0
2020,16,4,0.8094996973760491,2,0,1.063,0
2021,16,1,0.8,2,1,1.2076666666666667,0
2021,16,2,0.8,2,0,1.2076666666666667,0
2021,16,3,0.8,2,0,1.210888888888889,0
2021,16,4,0.8,2,0,1.230888888888889,0
2022,16,1,0.8247052773169643,2,1,1.2594444444444444,0
2022,16,2,0.8247052773169643,2,0,1.2638888888888888,1
2022,16,3,0.8247052773169643,2,0,1.2502222222222221,1
2022,16,4,0.8247052773169643,2,0,1.2502222222222221,0
2023,16,1,0.83,2,1,1.423888888888889,1
2023,16,2,0.83,2,0,1.423888888888889,1
2023,16,3,0.83,2,0,1.4183333333333334,1
2023,16,4,0.83,2,0,1.418111111111111,0
2024,16,1,0.83,2,0,1.5848888888888888,1
2024,16,2,0.83,2,0,1.5892222222222223,1
2024,16,3,0.83,2,0,1.7055555555555555,1
2024,16,4,0.83,2,0,1.9211111111111112,0
2025,16,1,0.8407592621603179,2,1,2.9483333333333337,1
2016,17,2,0.8357888691810065,2,0,0.9503847932814461,0
2016,17,3,0.8357888691810065,2,0,0.9537181266147794,0
2016,17,4,0.8357888691810065,2,0,0.9537181266147794,0
2017,17,1,0.8510810646149202,2,1,1.0064934006313513,0
2017,17,2,0.8510810646149202,2,0,1.014271178409129,1
2017,17,3,0.8510810646149202,2,0,1.0209378450757955,0
2017,17,4,0.8510810646149202,2,0,1.0209378450757955,0
2018,17,1,0.8572765747724594,2,0,1.0254464243589045,0
2018,17,2,0.8572765747724594,2,0,1.0232242021366824,1
2018,17,3,0.8572765747724594,2,0,1.027779757692238,0
2018,17,4,0.8572765747724594,2,0,1.027779757692238,0
2019,17,1,0.8703607125136883,2,0,0.9703333333333335,1
2019,17,2,0.8703607125136883,2,0,0.9729259259259261,0
2019,17,3,0.8703607125136883,2,0,0.9791111111111112,1
2019,17,4,0.8703607125136883,2,0,0.9791111111111112,0
2020,17,1,0.8842705333555156,2,1,1.0352222222222223,1
2020,17,2,0.8842705333555156,2,0,1.0507777777777778,1
2020,17,3,0.8842705333555156,2,0,1.0607777777777778,1
2020,17,4,0.8842705333555156,2,0,1.0607777777777778,0
2021,17,1,0.91,2,0,1.2076666666666667,0
2021,17,2,0.91,2,0,1.2076666666666667,1
2021,17,3,0.91,2,0,1.210888888888889,1
2021,17,4,0.91,2,0,1.230888888888889,0
2022,17,1,0.9341761651455046,2,0,1.2616666666666667,1
2022,17,2,0.9341761651455046,2,0,1.2661111111111112,1
2022,17,3,0.9341761651455046,2,0,1.2524444444444445,0
2022,17,4,0.9341761651455046,2,0,1.2524444444444445,0
2023,17,1,0.95,2,1,1.4255555555555557,0
2023,17,2,0.95,2,0,1.4255555555555557,0
2023,17,3,0.95,2,0,1.4200000000000002,1
2023,17,4,0.95,2,0,1.4197777777777778,0
2024,17,1,0.97,2,1,1.583222222222222,1
2024,17,2,0.97,2,0,1.5875555555555556,1
2024,17,3,0.97,2,0,1.7038888888888888,1
2024,17,4,0.97,2,0,1.9194444444444445,0
2025,17,1,0.9814838215141036,2,1,2.943333333333334,1
2016,18,2,0.9068411162517146,1,0,0.9459403488370017,0
2016,18,3,0.9068411162517146,1,0,0.949273682170335,0
2016,18,4,0.9068411162517146,1,0,0.949273682170335,0
2017,18,1,0.911469722627926,1,0,1.0064934006313513,0
2017,18,2,0.911469722627926,1,0,1.014271178409129,0
2017,18,3,0.911469722627926,1,0,1.0209378450757955,0
2017,18,4,0.911469722627926,1,0,1.0209378450757955,0
2018,18,1,0.8993970782723584,1,0,1.0254464243589045,0
2018,18,2,0.8993970782723584,1,0,1.0232242021366824,0
2018,18,3,0.8993970782723584,1,0,1.027779757692238,0
2018,18,4,0.8993970782723584,1,0,1.027779757692238,0
2019,18,1,0.9041760863396564,1,0,0.9703333333333335,0
2019,18,2,0.9041760863396564,1,0,0.9729259259259261,0
2019,18,3,0.9041760863396564,1,0,0.9791111111111112,0
2019,18,4,0.9041760863396564,1,0,0.9791111111111112,0
2020,18,1,0.9073595748232488,1,0,1.0374444444444444,0
2020,18,2,0.9073595748232488,1,0,1.0530000000000002,0
2020,18,3,0.9073595748232488,1,0,1.063,0
2020,18,4,0.9073595748232488,1,0,1.063,0
2021,18,1,0.92,1,1,1.2065555555555554,0
2021,18,2,0.92,1,0,1.2065555555555554,0
2021,18,3,0.92,1,0,1.2097777777777776,0
2021,18,4,0.92,1,0,1.2297777777777776,0
2022,18,1,0.93561664639898,1,0,1.2605555555555554,0
2022,18,2,0.93561664639898,1,0,1.265,0
2022,18,3,0.93561664639898,1,0,1.2513333333333332,0
2022,18,4,0.93561664639898,1,0,1.2513333333333332,0
2023,18,1,0.94,1,1,1.4255555555555557,0
2023,18,2,0.94,1,0,1.4255555555555557,1
2023,18,3,0.94,1,0,1.4200000000000002,1
2023,18,4,0.94,1,0,1.4197777777777778,0
2024,18,1,0.95,1,1,1.5843333333333331,1
2024,18,2,0.95,1,0,1.5886666666666664,1
2024,18,3,0.95,1,1,1.6951111111111112,1
2024,18,4,0.95,1,0,1.9106666666666667,1
2025,18,1,0.9579754189226796,1,1,2.938888888888889,1
2016,19,2,0.756036801460529,1,0,0.9470514599481128,0
2016,19,3,0.756036801460529,1,0,0.9503847932814461,0
2016,19,4,0.756036801460529,1,0,0.9503847932814461,0
2017,19,1,0.7905417915941343,1,0,1.0076045117424621,0
2017,19,2,0.7905417915941343,1,0,1.01538228952024,0
2017,19,3,0.7905417915941343,1,0,1.0220489561869066,0
2017,19,4,0.7905417915941343,1,0,1.0220489561869066,0
2018,19,1,0.7943064291163155,1,0,1.0265575354700156,1
2018,19,2,0.7943064291163155,1,0,1.0243353132477935,0
2018,19,3,0.7943064291163155,1,0,1.0288908688033491,0
2018,19,4,0.7943064291163155,1,0,1.0288908688033491,0
2019,19,1,0.815717588650461,1,0,0.9714444444444446,0
2019,19,2,0.815717588650461,1,0,0.9740370370370371,0
2019,19,3,0.815717588650461,1,0,0.9802222222222222,1
2019,19,4,0.815717588650461,1,0,0.9802222222222222,0
2020,19,1,0.8601066526558646,1,1,1.0363333333333333,1
2020,19,2,0.8601066526558646,1,0,1.0518888888888889,1
2020,19,3,0.8601066526558646,1,0,1.0618888888888889,1
2020,19,4,0.8601066526558646,1,0,1.0618888888888889,0
2021,19,1,0.86,1,0,1.2087777777777777,1
2021,19,2,0.86,1,0,1.2087777777777777,1
2021,19,3,0.86,1,0,1.212,1
2021,19,4,0.86,1,0,1.232,0
2022,19,1,0.8750606793517642,1,-1,1.2663333333333333,1
2022,19,2,0.8750606793517642,1,0,1.2707777777777778,1
2022,19,3,0.8750606793517642,1,0,1.257111111111111,1
2022,19,4,0.8750606793517642,1,0,1.257111111111111,0
2023,19,1,0.91,1,1,1.429,1
2023,19,2,0.91,1,0,1.429,1
2023,19,3,0.91,1,0,1.4234444444444445,1
2023,19,4,0.91,1,0,1.4232222222222222,0
2024,19,1,0.92,1,1,1.587111111111111,1
2024,19,2,0.92,1,0,1.5914444444444444,1
2024,19,3,0.92,1,0,1.7077777777777776,1
2024,19,4,0.92,1,1,1.9122222222222223,0
2025,19,1,0.9437616157012634,1,1,2.938,1
2016,20,2,0.7639173706435385,1,0,0.9503847932814461,0
2016,20,3,0.7639173706435385,1,0,0.9537181266147794,0
2016,20,4,0.7639173706435385,1,0,0.9537181266147794,0
2017,20,1,0.7873336608620012,1,0,1.0109378450757955,1
2017,20,2,0.7873336608620012,1,0,1.0187156228535734,0
2017,20,3,0.7873336608620012,1,0,1.02538228952024,0
2017,20,4,0.7873336608620012,1,0,1.02538228952024,0
2018,20,1,0.7866589733807442,1,-1,1.0312242021366822,1
2018,20,2,0.7866589733807442,1,0,1.0290019799144603,0
2018,20,3,0.7866589733807442,1,0,1.0335575354700157,0
2018,20,4,0.7866589733807442,1,0,1.0335575354700157,0
2019,20,1,0.7912666757339825,1,-1,0.9786666666666668,0
2019,20,2,0.7912666757339825,1,0,0.9812592592592594,0
2019,20,3,0.7912666757339825,1,0,0.9874444444444445,0
2019,20,4,0.7912666757339825,1,0,0.9874444444444445,0
2020,20,1,0.8044585540112499,1,0,1.045777777777778,0
2020,20,2,0.8044585540112499,1,0,1.0613333333333335,0
2020,20,3,0.8044585540112499,1,0,1.0713333333333332,0
2020,20,4,0.8044585540112499,1,0,1.0713333333333332,0
2021,20,1,0.81,1,0,1.2182222222222223,0
2021,20,2,0.81,1,0,1.2182222222222223,0
2021,20,3,0.81,1,0,1.2214444444444446,0
2021,20,4,0.81,1,0,1.2414444444444446,0
2022,20,1,0.8085331147304582,1,0,1.2722222222222221,0
2022,20,2,0.8085331147304582,1,0,1.2766666666666668,0
2022,20,3,0.8085331147304582,1,1,1.2575555555555555,0
2022,20,4,0.8085331147304582,1,0,1.2575555555555555,0
2023,20,1,0.81,1,0,1.434,0
2023,20,2,0.81,1,0,1.434,0
2023,20,3,0.81,1,0,1.4284444444444444,0
2023,20,4,0.81,1,0,1.428222222222222,1
2024,20,1,0.81,1,1,1.5904444444444443,0
2024,20,2,0.81,1,0,1.5947777777777778,1
2024,20,3,0.81,1,1,1.7051111111111112,1
2024,20,4,0.81,1,0,1.9206666666666667,1
2025,20,1,0.8061265555729196,1,1,2.9434444444444448,1
2016,21,2,0.8262195581615064,2,0,0.9481625710592239,0
2016,21,3,0.8262195581615064,2,0,0.9514959043925572,0
2016,21,4,0.8262195581615064,2,0,0.9514959043925572,0
2017,21,1,0.8393872646208594,2,0,1.0087156228535732,1
2017,21,2,0.8393872646208594,2,0,1.016493400631351,0
2017,21,3,0.8393872646208594,2,0,1.0231600672980177,0
2017,21,4,0.8393872646208594,2,0,1.0231600672980177,0
2018,21,1,0.833569375573215,2,0,1.0276686465811267,0
2018,21,2,0.833569375573215,2,0,1.0254464243589045,0
2018,21,3,0.833569375573215,2,0,1.0300019799144602,0
2018,21,4,0.833569375573215,2,0,1.0300019799144602,0
2019,21,1,0.8491500032500717,2,0,0.9725555555555556,1
2019,21,2,0.8491500032500717,2,0,0.9751481481481482,0
2019,21,3,0.8491500032500717,2,0,0.9813333333333333,1
2019,21,4,0.8491500032500717,2,0,0.9813333333333333,0
2020,21,1,0.8436561220632002,2,0,1.0396666666666665,0
2020,21,2,0.8436561220632002,2,0,1.0552222222222223,1
2020,21,3,0.8436561220632002,2,0,1.065222222222222,0
2020,21,4,0.8436561220632002,2,0,1.065222222222222,0
2021,21,1,0.86,2,0,1.212111111111111,1
2021,21,2,0.86,2,0,1.212111111111111,0
2021,21,3,0.86,2,0,1.2153333333333334,0
2021,21,4,0.86,2,0,1.2353333333333332,0
2022,21,1,0.889045343832542,2,0,1.266111111111111,1
2022,21,2,0.889045343832542,2,0,1.2705555555555554,0
2022,21,3,0.889045343832542,2,0,1.2568888888888887,0
2022,21,4,0.889045343832542,2,0,1.2568888888888887,0
2023,21,1,0.0,2,0,1.4333333333333333,1
2023,21,2,0.0,2,0,1.4333333333333333,0
2023,21,3,0.0,2,0,1.4277777777777778,0
2023,21,4,0.0,2,0,1.4275555555555555,0
2024,21,1,0.92,2,0,1.5943333333333332,0
2024,21,2,0.92,2,0,1.5986666666666667,0
2024,21,3,0.92,2,0,1.7149999999999999,0
2024,21,4,0.92,2,0,1.9305555555555556,0
2025,21,1,0.9389467509408096,2,1,2.959111111111111,0
2016,22,2,0.7732329177618964,1,0,0.9526070155036683,0
2016,22,3,0.7732329177618964,1,0,0.9559403488370017,0
2016,22,4,0.7732329177618964,1,0,0.9559403488370017,0
2017,22,1,0.7660025419336522,1,1,1.011493400631351,0
2017,22,2,0.7660025419336522,1,0,1.0192711784091288,0
2017,22,3,0.7660025419336522,1,0,1.0259378450757954,0
2017,22,4,0.7660025419336522,1,0,1.0259378450757954,0
2018,22,1,0.7643605152414981,1,0,1.0304464243589044,0
2018,22,2,0.7643605152414981,1,0,1.0282242021366823,0
2018,22,3,0.7643605152414981,1,0,1.032779757692238,0
2018,22,4,0.7643605152414981,1,0,1.032779757692238,0
2019,22,1,0.7787759589263683,1,0,0.9753333333333334,0
2019,22,2,0.7787759589263683,1,0,0.977925925925926,0
2019,22,3,0.7787759589263683,1,0,0.984111111111111,0
2019,22,4,0.7787759589263683,1,0,0.984111111111111,0
2020,22,1,0.7872629681774086,1,0,1.0424444444444443,0
2020,22,2,0.7872629681774086,1,0,1.058,0
2020,22,3,0.7872629681774086,1,0,1.0679999999999998,0
2020,22,4,0.7872629681774086,1,0,1.0679999999999998,0
2021,22,1,0.81,1,0,1.2148888888888887,0
2021,22,2,0.81,1,0,1.2148888888888887,0
2021,22,3,0.81,1,0,1.2181111111111111,0
2021,22,4,0.81,1,0,1.238111111111111,0
2022,22,1,0.8057061975055131,1,0,1.2688888888888887,0
2022,22,2,0.8057061975055131,1,0,1.2733333333333332,0
2022,22,3,0.8057061975055131,1,0,1.2596666666666665,0
2022,22,4,0.8057061975055131,1,0,1.2596666666666665,0
2023,22,1,0.79,1,1,1.4283333333333335,0
2023,22,2,0.79,1,0,1.4283333333333335,0
2023,22,3,0.79,1,0,1.422777777777778,0
2023,22,4,0.79,1,0,1.4225555555555556,0
2024,22,1,0.79,1,-1,1.592111111111111,1
2024,22,2,0.79,1,0,1.5964444444444446,0
2024,22,3,0.79,1,0,1.7127777777777777,0
2024,22,4,0.79,1,0,1.9283333333333335,0
2025,22,1,0.7795603294426169,1,1,2.956888888888889,0
2016,23,2,0.9411296227067314,1,0,0.9503847932814461,0
2016,23,3,0.9411296227067314,1,0,0.9537181266147794,0
2016,23,4,0.9411296227067314,1,0,0.9537181266147794,0
2017,23,1,0.9136930802073606,1,1,1.0087156228535732,0
2017,23,2,0.9136930802073606,1,0,1.016493400631351,0
2017,23,3,0.9136930802073606,1,0,1.0231600672980177,0
2017,23,4,0.9136930802073606,1,0,1.0231600672980177,0
2018,23,1,0.8886188469814367,1,0,1.0276686465811267,0
2018,23,2,0.8886188469814367,1,0,1.0254464243589045,0
2018,23,3,0.8886188469814367,1,0,1.0300019799144602,0
2018,23,4,0.8886188469814367,1,0,1.0300019799144602,0
2019,23,1,0.8758574693548331,1,-1,0.9747777777777779,0
2019,23,2,0.8758574693548331,1,0,0.9773703703703704,0
2019,23,3,0.8758574693548331,1,0,0.9835555555555555,0
2019,23,4,0.8758574693548331,1,0,0.9835555555555555,0
2020,23,1,0.8623460401146353,1,0,1.0418888888888889,0
2020,23,2,0.8623460401146353,1,0,1.0574444444444444,0
2020,23,3,0.8623460401146353,1,0,1.0674444444444444,0
2020,23,4,0.8623460401146353,1,0,1.0674444444444444,0
2021,23,1,0.89,1,1,1.2076666666666667,0
2021,23,2,0.89,1,0,1.2076666666666667,1
2021,23,3,0.89,1,0,1.210888888888889,0
2021,23,4,0.89,1,0,1.230888888888889,0
2022,23,1,0.8930199074957927,1,0,1.2616666666666667,0
2022,23,2,0.8930199074957927,1,0,1.2661111111111112,0
2022,23,3,0.8930199074957927,1,0,1.2524444444444445,0
2022,23,4,0.8930199074957927,1,0,1.2524444444444445,0
2023,23,1,0.89,1,1,1.4266666666666667,0
2023,23,2,0.89,1,0,1.4266666666666667,1
2023,23,3,0.89,1,0,1.4211111111111112,1
2023,23,4,0.89,1,0,1.4208888888888889,0
2024,23,1,0.9,1,0,1.5876666666666666,0
2024,23,2,0.9,1,0,1.592,0
2024,23,3,0.9,1,0,1.7083333333333333,0
2024,23,4,0.9,1,0,1.923888888888889,0
2025,23,1,0.9000675730089399,1,1,2.9534444444444445,0
2016,24,2,0.7339693084872598,0,0,0.9448292377258906,1
2016,24,3,0.7339693084872598,0,0,0.9481625710592239,0
2016,24,4,0.7339693084872598,0,0,0.9481625710592239,0
2017,24,1,0.7470262378959215,0,0,1.00538228952024,0
2017,24,2,0.7470262378959215,0,0,1.0131600672980179,0
2017,24,3,0.7470262378959215,0,0,1.0198267339646845,1
2017,24,4,0.7470262378959215,0,0,1.0198267339646845,0
2018,24,1,0.7654726062317301,0,0,1.0243353132477933,1
2018,24,2,0.7654726062317301,0,0,1.0221130910255714,1
2018,24,3,0.7654726062317301,0,0,1.0266686465811268,1
2018,24,4,0.7654726062317301,0,0,1.0266686465811268,0
2019,24,1,0.7781597211138136,0,-1,0.9703333333333335,1
2019,24,2,0.7781597211138136,0,0,0.9729259259259261,1
2019,24,3,0.7781597211138136,0,0,0.9791111111111112,1
2019,24,4,0.7781597211138136,0,0,0.9791111111111112,0
2020,24,1,0.7979370688592827,0,1,1.0363333333333333,1
2020,24,2,0.7979370688592827,0,0,1.0518888888888889,1
2020,24,3,0.7979370688592827,0,0,1.0618888888888889,0
2020,24,4,0.7979370688592827,0,0,1.0618888888888889,0
2021,24,1,0.83,0,0,1.2087777777777777,1
2021,24,2,0.83,0,0,1.2087777777777777,0
2021,24,3,0.83,0,0,1.212,0
2021,24,4,0.83,0,0,1.232,0
2022,24,1,0.8553065441549088,0,-1,1.266111111111111,0
2022,24,2,0.8553065441549088,0,0,1.2705555555555554,0
2022,24,3,0.8553065441549088,0,0,1.2568888888888887,0
2022,24,4,0.8553065441549088,0,0,1.2568888888888887,0
2023,24,1,0.85,0,0,1.4333333333333333,0
2023,24,2,0.85,0,0,1.4333333333333333,0
2023,24,3,0.85,0,0,1.4277777777777778,0
2023,24,4,0.85,0,0,1.4275555555555555,0
2024,24,1,0.86,0,1,1.5876666666666666,0
2024,24,2,0.86,0,0,1.592,1
2024,24,3,0.86,0,1,1.702888888888889,1
2024,24,4,0.86,0,1,1.9027777777777777,1
2025,24,1,0.8710823103549484,0,0,2.943333333333334,1
2016,25,2,0.9125053564499634,2,0,0.9514959043925574,1
2016,25,3,0.9125053564499634,2,0,0.9548292377258907,0
2016,25,4,0.9125053564499634,2,0,0.9548292377258907,0
2017,25,1,0.9050173584203972,2,1,1.0087156228535732,0
2017,25,2,0.9050173584203972,2,0,1.016493400631351,0
2017,25,3,0.9050173584203972,2,0,1.0231600672980177,0
2017,25,4,0.9050173584203972,2,0,1.0231600672980177,0
2018,25,1,0.8894012736480932,2,0,1.0276686465811267,1
2018,25,2,0.8894012736480932,2,0,1.0254464243589045,0
2018,25,3,0.8894012736480932,2,0,1.0300019799144602,1
2018,25,4,0.8894012736480932,2,0,1.0300019799144602,0
2019,25,1,0.9016481655894336,2,0,0.9725555555555556,0
2019,25,2,0.9016481655894336,2,0,0.9751481481481482,1
2019,25,3,0.9016481655894336,2,0,0.9813333333333333,0
2019,25,4,0.9016481655894336,2,0,0.9813333333333333,0
2020,25,1,0.9063281029775032,2,0,1.0396666666666665,1
2020,25,2,0.9063281029775032,2,0,1.0552222222222223,1
2020,25,3,0.9063281029775032,2,0,1.065222222222222,0
2020,25,4,0.9063281029775032,2,0,1.065222222222222,0
2021,25,1,0.85,2,0,1.212111111111111,1
2021,25,2,0.85,2,0,1.212111111111111,0
2021,25,3,0.85,2,0,1.2153333333333334,0
2021,25,4,0.85,2,0,1.2353333333333332,0
2022,25,1,0.8530512436160318,2,0,1.266111111111111,0
2022,25,2,0.8530512436160318,2,0,1.2705555555555554,0
2022,25,3,0.8530512436160318,2,0,1.2568888888888887,0
2022,25,4,0.8530512436160318,2,0,1.2568888888888887,0
2023,25,1,0.82,2,-1,1.4388888888888889,1
2023,25,2,0.82,2,0,1.4388888888888889,0
2023,25,3,0.82,2,0,1.4333333333333333,0
2023,25,4,0.82,2,-1,1.4375555555555555,0
2024,25,1,0.8,2,1,1.5965555555555555,0
2024,25,2,0.8,2,0,1.600888888888889,0
2024,25,3,0.8,2,0,1.7172222222222224,1
2024,25,4,0.8,2,0,1.932777777777778,0
2025,25,1,0.7742552629572456,2,1,2.9533333333333336,0
2016,26,2,0.7947401939706408,1,0,0.9459403488370017,1
2016,26,3,0.7947401939706408,1,0,0.949273682170335,1
2016,26,4,0.7947401939706408,1,0,0.949273682170335,0
2017,26,1,0.807490147429915,1,0,1.0064934006313513,1
2017,26,2,0.807490147429915,1,0,1.014271178409129,0
2017,26,3,0.807490147429915,1,0,1.0209378450757955,1
2017,26,4,0.807490147429915,1,0,1.0209378450757955,0
2018,26,1,0.8125132140269299,1,0,1.0254464243589045,1
2018,26,2,0.8125132140269299,1,0,1.0232242021366824,0
2018,26,3,0.8125132140269299,1,0,1.027779757692238,0
2018,26,4,0.8125132140269299,1,0,1.027779757692238,0
2019,26,1,0.845460187201362,1,0,0.9703333333333335,1
2019,26,2,0.845460187201362,1,1,0.9684814814814816,0
2019,26,3,0.845460187201362,1,1,0.9724444444444444,1
2019,26,4,0.845460187201362,1,0,0.9724444444444444,1
2020,26,1,0.8706439969819323,1,1,1.0252222222222223,1
2020,26,2,0.8706439969819323,1,0,1.0407777777777778,1
2020,26,3,0.8706439969819323,1,0,1.0507777777777778,1
2020,26,4,0.8706439969819323,1,0,1.0507777777777778,0
2021,26,1,0.9,1,-1,1.2032222222222222,1
2021,26,2,0.9,1,0,1.2032222222222222,1
2021,26,3,0.9,1,0,1.2064444444444444,1
2021,26,4,0.9,1,0,1.2264444444444444,0
2022,26,1,0.9291832707502624,1,-1,1.2605555555555554,1
2022,26,2,0.9291832707502624,1,0,1.265,0
2022,26,3,0.9291832707502624,1,0,1.2513333333333332,0
2022,26,4,0.9291832707502624,1,0,1.2513333333333332,0
2023,26,1,0.93,1,-1,1.4312222222222222,1
2023,26,2,0.93,1,0,1.4312222222222222,0
2023,26,3,0.93,1,0,1.4256666666666666,0
2023,26,4,0.93,1,0,1.4254444444444443,0
2024,26,1,0.94,1,0,1.592222222222222,1
2024,26,2,0.94,1,0,1.5965555555555555,0
