,Year,Provider,Quarter,Members,ACR,RiskFactor,Regionality,Members_Lag,Rate_Lag,ChurnRate,Treatment,QuarterInt,ACR_next,treatment,CATE,Avg_ACR_Other_Providers
964,2023,BKK Herkules,2,23171,1.09,0.93,Regional,22842.0,1.09,-0.0144032921810699,0,2,1.09,0,0.011033535465163,1.4312222222222222
965,2023,BKK Herkules,3,23230,1.09,0.93,Regional,23171.0,1.09,-0.0025462863061585,0,3,1.09,0,-0.0056398938870664,1.4256666666666666
966,2023,BKK Herkules,4,23519,1.09,0.93,Regional,23230.0,1.09,-0.0124408092983211,0,4,1.09,0,-0.0122559724252227,1.4254444444444443
967,2024,BKK Herkules,1,23452,1.09,0.94,Regional,23519.0,1.09,0.0028487605765551,0,1,1.09,0,-0.005472780525652,1.592222222222222
968,2024,BKK Herkules,2,24657,1.09,0.94,Regional,23452.0,1.09,-0.0513815452839843,0,2,1.09,0,0.0169642068924333,1.5965555555555555
969,2024,BKK Herkules,3,24927,1.09,0.94,Regional,24657.0,1.09,-0.0109502372551405,0,3,2.39,1,-0.0099315746687401,1.712888888888889
970,2024,BKK Herkules,4,25493,2.39,0.94,Regional,24927.0,1.09,-0.0227063024030168,1,4,3.48,1,-0.0267838392276654,1.914
971,2025,BKK Herkules,1,25744,3.48,0.9524359098219932,Regional,25493.0,2.39,-0.0098458400345192,1,1,,0,-0.0057715991104998,2.9424444444444444
972,2016,BKK Karl Mayer,2,4664,0.9,0.905001829714398,betriebsbezogen,4664.0,0.9,0.0,0,2,0.9,0,-0.0004626893174034,0.948162571059224
973,2016,BKK Karl Mayer,3,4664,0.9,0.905001829714398,betriebsbezogen,4664.0,0.9,0.0,0,3,0.9,0,-0.0032933035476829,0.9514959043925572
974,2016,BKK Karl Mayer,4,4664,0.9,0.905001829714398,betriebsbezogen,4664.0,0.9,0.0,0,4,0.9,0,-0.0035338114593048,0.9514959043925572
975,2017,BKK Karl Mayer,1,4706,0.9,0.908922804265228,betriebsbezogen,4664.0,0.9,-0.0090051457975986,0,1,0.9,0,-0.0011017746944617,1.0087156228535732
976,2017,BKK Karl Mayer,2,4706,0.9,0.908922804265228,betriebsbezogen,4706.0,0.9,0.0,0,2,0.9,0,-0.0007104159490487,1.016493400631351
977,2017,BKK Karl Mayer,3,4706,0.9,0.908922804265228,betriebsbezogen,4706.0,0.9,0.0,0,3,0.9,0,-0.004023525994937,1.0231600672980177
978,2017,BKK Karl Mayer,4,4706,0.9,0.908922804265228,betriebsbezogen,4706.0,0.9,0.0,0,4,0.9,0,-0.0040259847474122,1.0231600672980177
979,2018,BKK Karl Mayer,1,4724,0.9,0.9058968407648306,betriebsbezogen,4706.0,0.9,-0.0038249043773905,0,1,0.9,0,-0.0029585929073005,1.0276686465811269
980,2018,BKK Karl Mayer,2,4724,0.9,0.9058968407648306,betriebsbezogen,4724.0,0.9,0.0,0,2,0.9,0,-0.0004945919461717,1.0254464243589043
981,2018,BKK Karl Mayer,3,4724,0.9,0.9058968407648306,betriebsbezogen,4724.0,0.9,0.0,0,3,0.9,0,-0.0035845696776872,1.0300019799144602
982,2018,BKK Karl Mayer,4,4724,0.9,0.9058968407648306,betriebsbezogen,4724.0,0.9,0.0,0,4,0.9,0,-0.000331099013081,1.0300019799144602
983,2019,BKK Karl Mayer,1,4729,0.9,0.9353234919554032,betriebsbezogen,4724.0,0.9,-0.0010584250635055,0,1,0.9,0,-0.0034415619320231,0.9725555555555556
984,2019,BKK Karl Mayer,2,4729,0.9,0.9353234919554032,betriebsbezogen,4729.0,0.9,0.0,0,2,0.9,0,0.0010063000453352,0.9751481481481482
985,2019,BKK Karl Mayer,3,4729,0.9,0.9353234919554032,betriebsbezogen,4729.0,0.9,0.0,0,3,0.9,0,-0.0023611393875409,0.9813333333333332
986,2019,BKK Karl Mayer,4,4729,0.9,0.9353234919554032,betriebsbezogen,4729.0,0.9,0.0,0,4,1.3,1,0.0090046896776212,0.9813333333333332
987,2020,BKK Karl Mayer,1,4734,1.3,0.958571467285676,betriebsbezogen,4729.0,0.9,-0.0010573059843518,1,1,1.9,1,-0.003309575911904,1.0352222222222225
988,2020,BKK Karl Mayer,2,4734,1.9,0.958571467285676,betriebsbezogen,4734.0,1.3,0.0,1,2,1.9,0,0.0068270932706937,1.044111111111111
989,2020,BKK Karl Mayer,3,4734,1.9,0.958571467285676,betriebsbezogen,4734.0,1.9,0.0,0,3,1.9,0,0.0015262255134026,1.054111111111111
990,2020,BKK Karl Mayer,4,4734,1.9,0.958571467285676,betriebsbezogen,4734.0,1.9,0.0,0,4,1.5,-1,,1.054111111111111
991,2021,BKK Karl Mayer,1,4723,1.5,1.01,betriebsbezogen,4734.0,1.9,0.0023236163920574,0,1,1.5,0,-0.0014689520599754,1.2054444444444443
992,2021,BKK Karl Mayer,2,4723,1.5,1.01,betriebsbezogen,4723.0,1.5,0.0,0,2,1.5,0,0.0041604095378327,1.2054444444444443
993,2021,BKK Karl Mayer,3,4723,1.5,1.01,betriebsbezogen,4723.0,1.5,0.0,0,3,1.5,0,-0.0006246856224408,1.2086666666666668
994,2021,BKK Karl Mayer,4,4723,1.5,1.01,betriebsbezogen,4723.0,1.5,0.0,0,4,1.5,0,-0.0031261312404983,1.2286666666666666
995,2022,BKK Karl Mayer,1,4730,1.5,1.034841614946258,betriebsbezogen,4723.0,1.5,-0.001482108829134,0,1,1.5,0,-0.0007591839876601,1.2594444444444444
996,2022,BKK Karl Mayer,2,4730,1.5,1.034841614946258,betriebsbezogen,4730.0,1.5,0.0,0,2,1.5,0,0.0061122714106544,1.2638888888888888
997,2022,BKK Karl Mayer,3,4730,1.5,1.034841614946258,betriebsbezogen,4730.0,1.5,0.0,0,3,1.5,0,-0.0005528070197304,1.250222222222222
998,2022,BKK Karl Mayer,4,4730,1.5,1.034841614946258,betriebsbezogen,4730.0,1.5,0.0,0,4,1.9,1,0.0063511260955496,1.250222222222222
999,2023,BKK Karl Mayer,1,4730,1.9,0.0,betriebsbezogen,4730.0,1.5,0.0,1,1,1.9,0,-0.003791077797545,1.4222222222222225
1000,2023,BKK Karl Mayer,2,4730,1.9,0.0,betriebsbezogen,4730.0,1.9,0.0,0,2,1.9,0,-0.0027060575892219,1.4222222222222225
1001,2023,BKK Karl Mayer,3,4730,1.9,0.0,betriebsbezogen,4730.0,1.9,0.0,0,3,2.5,1,0.005136755397591,1.4166666666666667
1002,2023,BKK Karl Mayer,4,4730,2.5,0.0,betriebsbezogen,4730.0,1.9,0.0,1,4,2.3,-1,,1.4097777777777778
1003,2024,BKK Karl Mayer,1,4730,2.3,1.11,betriebsbezogen,4730.0,2.5,0.0,0,1,2.3,0,-0.0149019444734986,1.5787777777777774
1004,2024,BKK Karl Mayer,2,4730,2.3,1.11,betriebsbezogen,4730.0,2.3,0.0,0,2,2.3,0,0.0007952260831407,1.583111111111111
1005,2024,BKK Karl Mayer,3,4730,2.3,1.11,betriebsbezogen,4730.0,2.3,0.0,0,3,2.3,0,0.0024090068916074,1.6994444444444443
1006,2024,BKK Karl Mayer,4,4730,2.3,1.11,betriebsbezogen,4730.0,2.3,0.0,0,4,2.9,1,0.002894351018417,1.915
1007,2025,BKK Karl Mayer,1,4730,2.9,1.138026901989282,betriebsbezogen,4730.0,2.3,0.0,1,1,,0,-0.0027782461677378,2.9488888888888893
1008,2016,BKK Linde,2,68047,1.1,0.7490259247544304,Bundesweit,66760.0,1.1,-0.0192780107849011,0,2,1.1,0,0.009989932937093,0.9459403488370016
1009,2016,BKK Linde,3,69737,1.1,0.7490259247544304,Bundesweit,68047.0,1.1,-0.024835775272973,0,3,1.1,0,0.0003468767128033,0.949273682170335
1010,2016,BKK Linde,4,71830,1.1,0.7490259247544304,Bundesweit,69737.0,1.1,-0.0300127622352553,0,4,1.1,0,-0.0041320816640449,0.949273682170335
1011,2017,BKK Linde,1,73157,1.1,0.7395765752117279,Bundesweit,71830.0,1.1,-0.0184741751357371,0,1,1.1,0,0.0078646757801171,1.0064934006313513
1012,2017,BKK Linde,2,74668,1.1,0.7395765752117279,Bundesweit,73157.0,1.1,-0.0206542094399715,0,2,1.1,0,0.0123867277569568,1.014271178409129
1013,2017,BKK Linde,3,76349,1.1,0.7395765752117279,Bundesweit,74668.0,1.1,-0.0225129908394492,0,3,1.1,0,0.0043660893140418,1.0209378450757955
1014,2017,BKK Linde,4,79177,1.1,0.7395765752117279,Bundesweit,76349.0,1.1,-0.0370404327496103,0,4,1.1,0,-0.0005533122580102,1.0209378450757955
1015,2018,BKK Linde,1,81054,1.1,0.7188206885534093,Bundesweit,79177.0,1.1,-0.0237063793778496,0,1,1.1,0,0.0045755054510952,1.0254464243589043
1016,2018,BKK Linde,2,83256,1.1,0.7188206885534093,Bundesweit,81054.0,1.1,-0.02716707380265,0,2,1.1,0,0.0145869687014278,1.0232242021366824
1017,2018,BKK Linde,3,85137,1.1,0.7188206885534093,Bundesweit,83256.0,1.1,-0.022592966272701,0,3,1.1,0,0.0042319317418862,1.027779757692238
1018,2018,BKK Linde,4,88108,1.1,0.7188206885534093,Bundesweit,85137.0,1.1,-0.034896695913645,0,4,1.1,0,0.0038169571995829,1.027779757692238
1019,2019,BKK Linde,1,90222,1.1,0.7120659083620485,Bundesweit,88108.0,1.1,-0.0239932809733508,0,1,1.1,0,0.0025735347083595,0.9703333333333336
1020,2019,BKK Linde,2,93021,1.1,0.7120659083620485,Bundesweit,90222.0,1.1,-0.0310234754272793,0,2,1.1,0,0.0124006119129279,0.972925925925926
1021,2019,BKK Linde,3,95178,1.1,0.7120659083620485,Bundesweit,93021.0,1.1,-0.0231883123165736,0,3,1.1,0,0.0008636910691553,0.9791111111111112
1022,2019,BKK Linde,4,98137,1.1,0.7120659083620485,Bundesweit,95178.0,1.1,-0.031089117232974,0,4,1.1,0,-0.0008435861815912,0.9791111111111112
1023,2020,BKK Linde,1,100020,1.1,0.7034043546773738,Bundesweit,98137.0,1.1,-0.0191874624249773,0,1,1.1,0,-0.0044460052008737,1.0374444444444444
1024,2020,BKK Linde,2,102141,1.1,0.7034043546773738,Bundesweit,100020.0,1.1,-0.0212057588482303,0,2,1.1,0,0.0085694490853123,1.0530000000000002
1025,2020,BKK Linde,3,104500,1.1,0.7034043546773738,Bundesweit,102141.0,1.1,-0.0230955248137378,0,3,1.1,0,-0.0031975593210139,1.063
1026,2020,BKK Linde,4,107469,1.1,0.7034043546773738,Bundesweit,104500.0,1.1,-0.0284114832535885,0,4,1.3,1,-0.0351390827116677,1.063
1027,2021,BKK Linde,1,109719,1.3,0.7,Bundesweit,107469.0,1.1,-0.0209362699941378,1,1,1.3,0,-0.0007868502668542,1.2076666666666669
1028,2021,BKK Linde,2,112337,1.3,0.7,Bundesweit,109719.0,1.3,-0.0238609538913041,0,2,1.3,0,0.0055694479625314,1.2076666666666669
1029,2021,BKK Linde,3,115414,1.3,0.7,Bundesweit,112337.0,1.3,-0.0273907973330247,0,3,1.3,0,0.0013538405734143,1.210888888888889
1030,2021,BKK Linde,4,119758,1.3,0.7,Bundesweit,115414.0,1.3,-0.0376384147503769,0,4,1.3,0,0.0027166223812149,1.230888888888889
1031,2022,BKK Linde,1,120000,1.3,0.7060105980236194,Bundesweit,119758.0,1.3,-0.0020207418293558,0,1,1.3,0,-0.0197711580231858,1.2616666666666667
1032,2022,BKK Linde,2,124924,1.3,0.7060105980236194,Bundesweit,120000.0,1.3,-0.0410333333333333,0,2,1.3,0,-0.0103191282401894,1.2661111111111112
1033,2022,BKK Linde,3,129006,1.3,0.7060105980236194,Bundesweit,124924.0,1.3,-0.0326758669270916,0,3,1.3,0,-0.0128796470603953,1.2524444444444445
1034,2022,BKK Linde,4,134469,1.3,0.7060105980236194,Bundesweit,129006.0,1.3,-0.042346867587554,0,4,1.5,1,-0.0599642698175439,1.2524444444444445
1035,2023,BKK Linde,1,139314,1.5,0.68,Bundesweit,134469.0,1.3,-0.0360306092854115,1,1,1.5,0,-0.0013266899326489,1.4266666666666667
1036,2023,BKK Linde,2,143386,1.5,0.68,Bundesweit,139314.0,1.5,-0.0292289360724693,0,2,1.5,0,0.0125431024870033,1.4266666666666667
1037,2023,BKK Linde,3,146610,1.5,0.68,Bundesweit,143386.0,1.5,-0.0224847614132481,0,3,1.5,0,0.0006996669748119,1.4211111111111112
1038,2023,BKK Linde,4,151235,1.5,0.68,Bundesweit,146610.0,1.5,-0.0315462792442534,0,4,1.5,0,-0.0048681440090619,1.4208888888888889
1039,2024,BKK Linde,1,154780,1.5,0.67,Bundesweit,151235.0,1.5,-0.0234403411908619,0,1,1.5,0,-5.854824153656013e-05,1.5876666666666666
1040,2024,BKK Linde,2,158913,1.5,0.67,Bundesweit,154780.0,1.5,-0.0267024163328595,0,2,1.5,0,0.0105142209230195,1.592
1041,2024,BKK Linde,3,165016,1.5,0.67,Bundesweit,158913.0,1.5,-0.038404661670222,0,3,1.5,0,0.0004267722824099,1.7083333333333333
1042,2024,BKK Linde,4,171048,1.5,0.67,Bundesweit,165016.0,1.5,-0.0365540311242546,0,4,2.5,1,-0.0486438539729413,1.923888888888889
1043,2025,BKK Linde,1,175713,2.5,0.6573052216211883,Bundesweit,171048.0,1.5,-0.0272730461624807,1,1,,0,-0.0218625008637464,2.9533333333333336
1044,2016,BKK MAHLE,2,9654,0.9,0.9891774477080666,betriebsbezogen,9557.0,0.9,-0.0101496285445223,0,2,0.9,0,0.0069250602401931,0.948162571059224
1045,2016,BKK MAHLE,3,9747,0.9,0.9891774477080666,betriebsbezogen,9654.0,0.9,-0.009633312616532,0,3,0.9,0,-0.0008083411594938,0.9514959043925572
1046,2016,BKK MAHLE,4,9868,0.9,0.9891774477080666,betriebsbezogen,9747.0,0.9,-0.0124140761259874,0,4,0.9,0,0.0050182212522175,0.9514959043925572
1047,2017,BKK MAHLE,1,9867,0.9,0.964635864746712,betriebsbezogen,9868.0,0.9,0.0001013376570733,0,1,0.9,0,-0.0020166444754254,1.0087156228535732
1048,2017,BKK MAHLE,2,9959,0.9,0.964635864746712,betriebsbezogen,9867.0,0.9,-0.0093240093240093,0,2,0.9,0,0.0065687328371243,1.016493400631351
1049,2017,BKK MAHLE,3,9995,0.9,0.964635864746712,betriebsbezogen,9959.0,0.9,-0.003614820765137,0,3,0.9,0,-0.0008797430325789,1.0231600672980177
1050,2017,BKK MAHLE,4,10114,0.9,0.964635864746712,betriebsbezogen,9995.0,0.9,-0.0119059529764882,0,4,0.9,0,0.00922396300968,1.0231600672980177
1051,2018,BKK MAHLE,1,10120,0.9,0.9662988576649472,betriebsbezogen,10114.0,0.9,-0.0005932370970931,0,1,0.9,0,-0.0017963272277454,1.0276686465811269
1052,2018,BKK MAHLE,2,10198,0.9,0.9662988576649472,betriebsbezogen,10120.0,0.9,-0.0077075098814229,0,2,0.9,0,0.0066885622041053,1.0254464243589043
1053,2018,BKK MAHLE,3,10251,0.9,0.9662988576649472,betriebsbezogen,10198.0,0.9,-0.0051970974700921,0,3,0.9,0,-0.0006829666172286,1.0300019799144602
1054,2018,BKK MAHLE,4,10376,0.9,0.9662988576649472,betriebsbezogen,10251.0,0.9,-0.0121939322992878,0,4,0.7,-1,,1.0300019799144602
1055,2019,BKK MAHLE,1,10452,0.7,1.003528316641547,betriebsbezogen,10376.0,0.9,-0.0073245952197378,0,1,0.7,0,-0.0003124643011081,0.974777777777778
1056,2019,BKK MAHLE,2,10554,0.7,1.003528316641547,betriebsbezogen,10452.0,0.7,-0.0097588978185993,0,2,0.7,0,0.0086201988839582,0.9773703703703704
1057,2019,BKK MAHLE,3,10578,0.7,1.003528316641547,betriebsbezogen,10554.0,0.7,-0.0022740193291642,0,3,0.7,0,-0.0025288683074581,0.9835555555555556
1058,2019,BKK MAHLE,4,10709,0.7,1.003528316641547,betriebsbezogen,10578.0,0.7,-0.0123841936093779,0,4,0.7,0,-0.0079942184893716,0.9835555555555556
1059,2020,BKK MAHLE,1,10734,0.7,0.9332246570027648,betriebsbezogen,10709.0,0.7,-0.0023344850126062,0,1,0.7,0,-0.0035198392161526,1.0418888888888889
1060,2020,BKK MAHLE,2,10794,0.7,0.9332246570027648,betriebsbezogen,10734.0,0.7,-0.0055897149245388,0,2,0.7,0,0.009354387063212,1.0574444444444444
1061,2020,BKK MAHLE,3,10809,0.7,0.9332246570027648,betriebsbezogen,10794.0,0.7,-0.0013896609227348,0,3,0.7,0,-0.0043564228859588,1.0674444444444444
1062,2020,BKK MAHLE,4,10873,0.7,0.9332246570027648,betriebsbezogen,10809.0,0.7,-0.0059209917661208,0,4,1.1,1,0.0001891060518008,1.0674444444444444
1063,2021,BKK MAHLE,1,10868,1.1,0.91,betriebsbezogen,10873.0,0.7,0.0004598546859192,1,1,1.1,0,-0.0028661303242107,1.2098888888888888
1064,2021,BKK MAHLE,2,10897,1.1,0.91,betriebsbezogen,10868.0,1.1,-0.0026683842473316,0,2,1.1,0,0.0027805135906701,1.2098888888888888
1065,2021,BKK MAHLE,3,10903,1.1,0.91,betriebsbezogen,10897.0,1.1,-0.0005506102597045,0,3,1.1,0,-0.0043343385419462,1.2131111111111113
1066,2021,BKK MAHLE,4,10956,1.1,0.91,betriebsbezogen,10903.0,1.1,-0.0048610474181417,0,4,1.1,0,0.0013535079613633,1.233111111111111
1067,2022,BKK MAHLE,1,10968,1.1,0.9071610818995738,betriebsbezogen,10956.0,1.1,-0.0010952902519167,0,1,1.1,0,-0.0013795269810134,1.2638888888888888
1068,2022,BKK MAHLE,2,10997,1.1,0.9071610818995738,betriebsbezogen,10968.0,1.1,-0.0026440554339897,0,2,1.1,0,0.0050555094961932,1.268333333333333
1069,2022,BKK MAHLE,3,11001,1.1,0.9071610818995738,betriebsbezogen,10997.0,1.1,-0.0003637355642447,0,3,1.1,0,-0.0015063591348967,1.2546666666666666
1070,2022,BKK MAHLE,4,11040,1.1,0.9071610818995738,betriebsbezogen,11001.0,1.1,-0.0035451322607035,0,4,1.5,1,0.0141941320219236,1.2546666666666666
1071,2023,BKK MAHLE,1,11070,1.5,0.0,betriebsbezogen,11040.0,1.1,-0.0027173913043478,1,1,1.5,0,-0.0059833992655311,1.4266666666666667
1072,2023,BKK MAHLE,2,11109,1.5,0.0,betriebsbezogen,11070.0,1.5,-0.0035230352303523,0,2,1.5,0,0.0027764961498072,1.4266666666666667
1073,2023,BKK MAHLE,3,11134,1.5,0.0,betriebsbezogen,11109.0,1.5,-0.0022504275812404,0,3,1.5,0,-0.0118371941765261,1.4211111111111112
1074,2023,BKK MAHLE,4,11181,1.5,0.0,betriebsbezogen,11134.0,1.5,-0.0042213041135261,0,4,2.2,1,0.0109490770755552,1.4208888888888889
1075,2024,BKK MAHLE,1,11218,2.2,0.86,betriebsbezogen,11181.0,1.5,-0.0033091852249351,1,1,2.2,0,-0.0013741786155509,1.579888888888889
1076,2024,BKK MAHLE,2,11156,2.2,0.86,betriebsbezogen,11218.0,2.2,0.0055268318773399,0,2,2.2,0,-0.0066068770824906,1.5842222222222224
1077,2024,BKK MAHLE,3,11170,2.2,0.86,betriebsbezogen,11156.0,2.2,-0.0012549300824668,0,3,3.25,1,-0.0017271908584416,1.7005555555555556
1078,2024,BKK MAHLE,4,11262,3.25,0.86,betriebsbezogen,11170.0,2.2,-0.0082363473589973,1,4,4.2,1,-0.0128739408827825,1.9044444444444448
1079,2025,BKK MAHLE,1,11262,4.2,0.8368231413554968,betriebsbezogen,11262.0,3.25,0.0,1,1,,0,-0.0090878882696879,2.934444444444445
1080,2016,BKK Melitta-HMR,2,56631,1.0,0.8222361813510609,Regional,55450.0,1.0,-0.0212984670874661,0,2,1.0,0,0.005679863472301,0.9470514599481128
1081,2016,BKK Melitta-HMR,3,57028,1.0,0.8222361813510609,Regional,56631.0,1.0,-0.0070102947149087,0,3,1.0,0,-0.0101716612638639,0.950384793281446
1082,2016,BKK Melitta-HMR,4,58065,1.0,0.8222361813510609,Regional,57028.0,1.0,-0.0181840499403801,0,4,1.1,1,-0.0237187964505831,0.950384793281446
1083,2017,BKK Melitta-HMR,1,58447,1.1,0.839291922598724,Regional,58065.0,1.0,-0.0065788340652716,1,1,1.1,0,-0.0042014814770816,1.0064934006313513
1084,2017,BKK Melitta-HMR,2,58535,1.1,0.839291922598724,Regional,58447.0,1.1,-0.0015056375861891,0,2,1.1,0,0.0039927086387209,1.014271178409129
1085,2017,BKK Melitta-HMR,3,58884,1.1,0.839291922598724,Regional,58535.0,1.1,-0.0059622448107969,0,3,1.1,0,-0.0009325983497109,1.0209378450757955
1086,2017,BKK Melitta-HMR,4,59648,1.1,0.839291922598724,Regional,58884.0,1.1,-0.0129746620474152,0,4,1.1,0,-0.0021047329293443,1.0209378450757955
1087,2018,BKK Melitta-HMR,1,59620,1.1,0.8449423579308568,Regional,59648.0,1.1,0.0004694206008583,0,1,1.1,0,-0.0001520485936376,1.0254464243589043
1088,2018,BKK Melitta-HMR,2,60089,1.1,0.8449423579308568,Regional,59620.0,1.1,-0.0078664877557866,0,2,1.1,0,-0.0070973322496345,1.0232242021366824
1089,2018,BKK Melitta-HMR,3,60223,1.1,0.8449423579308568,Regional,60089.0,1.1,-0.002230025462231,0,3,1.1,0,-0.0007646096655276,1.027779757692238
1090,2018,BKK Melitta-HMR,4,60938,1.1,0.8449423579308568,Regional,60223.0,1.1,-0.0118725403915447,0,4,0.9,-1,,1.027779757692238
1091,2019,BKK Melitta-HMR,1,61014,0.9,0.8592696417891996,Regional,60938.0,1.1,-0.0012471692539958,0,1,0.9,0,-0.0021413654319032,0.9725555555555556
1092,2019,BKK Melitta-HMR,2,61375,0.9,0.8592696417891996,Regional,61014.0,0.9,-0.0059166748615071,0,2,0.9,0,0.0066833674123965,0.9751481481481482
1093,2019,BKK Melitta-HMR,3,61463,0.9,0.8592696417891996,Regional,61375.0,0.9,-0.0014338085539714,0,3,0.9,0,-0.0019587007186839,0.9813333333333332
1094,2019,BKK Melitta-HMR,4,62054,0.9,0.8592696417891996,Regional,61463.0,0.9,-0.0096155410572214,0,4,0.9,0,-0.0005926020864424,0.9813333333333332
1095,2020,BKK Melitta-HMR,1,61837,0.9,0.8702833282398241,Regional,62054.0,0.9,0.0034969542656396,0,1,0.9,0,-0.0026460470957342,1.0396666666666663
1096,2020,BKK Melitta-HMR,2,62087,0.9,0.8702833282398241,Regional,61837.0,0.9,-0.0040428869447094,0,2,0.9,0,0.0065507407115703,1.0552222222222225
1097,2020,BKK Melitta-HMR,3,62155,0.9,0.8702833282398241,Regional,62087.0,0.9,-0.0010952373282651,0,3,0.9,0,-0.0008513293050836,1.065222222222222
1098,2020,BKK Melitta-HMR,4,62581,0.9,0.8702833282398241,Regional,62155.0,0.9,-0.0068538331590378,0,4,1.2,1,0.0076013590037313,1.065222222222222
1099,2021,BKK Melitta-HMR,1,62414,1.2,0.87,Regional,62581.0,0.9,0.0026685415701251,1,1,1.2,0,-0.0022308230267402,1.2087777777777775
1100,2021,BKK Melitta-HMR,2,62558,1.2,0.87,Regional,62414.0,1.2,-0.0023071746723491,0,2,1.2,0,0.0076657012907939,1.2087777777777775
1101,2021,BKK Melitta-HMR,3,62683,1.2,0.87,Regional,62558.0,1.2,-0.0019981457207711,0,3,1.2,0,0.0005049190718987,1.212
1102,2021,BKK Melitta-HMR,4,63270,1.2,0.87,Regional,62683.0,1.2,-0.0093645805082717,0,4,1.2,0,0.0014167474346284,1.232
1103,2022,BKK Melitta-HMR,1,63189,1.2,0.8940592797166863,Regional,63270.0,1.2,0.001280227596017,0,1,1.2,0,-0.00108078911686,1.2627777777777778
1104,2022,BKK Melitta-HMR,2,63439,1.2,0.8940592797166863,Regional,63189.0,1.2,-0.0039563848138125,0,2,1.2,0,0.0059733976086841,1.2672222222222222
1105,2022,BKK Melitta-HMR,3,64956,1.2,0.8940592797166863,Regional,63439.0,1.2,-0.0239127350683333,0,3,1.2,0,0.0038166505698685,1.2535555555555555
1106,2022,BKK Melitta-HMR,4,65467,1.2,0.8940592797166863,Regional,64956.0,1.2,-0.0078668637231356,0,4,1.4,1,-0.0024746548259769,1.2535555555555555
1107,2023,BKK Melitta-HMR,1,65430,1.4,0.89,Regional,65467.0,1.2,0.0005651702384407,1,1,1.4,0,-0.0028368424259732,1.4277777777777778
1108,2023,BKK Melitta-HMR,2,65598,1.4,0.89,Regional,65430.0,1.4,-0.0025676295277395,0,2,1.4,0,0.0103700654484283,1.4277777777777778
1109,2023,BKK Melitta-HMR,3,65535,1.4,0.89,Regional,65598.0,1.4,0.0009603951339979,0,3,1.4,0,-0.0100747913250769,1.4222222222222225
1110,2023,BKK Melitta-HMR,4,66037,1.4,0.89,Regional,65535.0,1.4,-0.0076600289921416,0,4,1.6,1,-0.000976447181205,1.422
1111,2024,BKK Melitta-HMR,1,65916,1.6,0.89,Regional,66037.0,1.4,0.0018323061314111,1,1,1.6,0,-0.0030892423280116,1.5865555555555555
1112,2024,BKK Melitta-HMR,2,66026,1.6,0.89,Regional,65916.0,1.6,-0.0016687905819527,0,2,1.6,0,-0.0036482946035819,1.590888888888889
1113,2024,BKK Melitta-HMR,3,66088,1.6,0.89,Regional,66026.0,1.6,-0.0009390240208402,0,3,1.6,0,-0.0013412144583642,1.7072222222222222
1114,2024,BKK Melitta-HMR,4,66577,1.6,0.89,Regional,66088.0,1.6,-0.0073992252753903,0,4,3.5,1,-0.004161900428364,1.922777777777778
1115,2025,BKK Melitta-HMR,1,66562,3.5,0.8939936295596763,Regional,66577.0,1.6,0.0002253030325788,1,1,,0,0.0001083586813541,2.9422222222222225
1116,2016,BKK Merck,2,21552,1.45,0.8366514262089825,betriebsbezogen,21360.0,1.45,-0.0089887640449438,0,2,1.45,0,4.1791452179482016e-05,0.9420514599481128
1117,2016,BKK Merck,3,21627,1.45,0.8366514262089825,betriebsbezogen,21552.0,1.45,-0.0034799554565701,0,3,1.45,0,-0.0029604043721531,0.945384793281446
1118,2016,BKK Merck,4,21959,1.45,0.8366514262089825,betriebsbezogen,21627.0,1.45,-0.0153511813936283,0,4,1.7,1,-0.0188443709849458,0.945384793281446
1119,2017,BKK Merck,1,22053,1.7,0.8382835766893809,betriebsbezogen,21959.0,1.45,-0.0042807049501343,1,1,1.7,0,-0.0030385058586088,0.9998267339646844
1120,2017,BKK Merck,2,22089,1.7,0.8382835766893809,betriebsbezogen,22053.0,1.7,-0.0016324309617739,0,2,1.7,0,-0.0007892535822739,1.007604511742462
1121,2017,BKK Merck,3,22188,1.7,0.8382835766893809,betriebsbezogen,22089.0,1.7,-0.0044818688034768,0,3,1.7,0,0.0075317796198309,1.0142711784091287
1122,2017,BKK Merck,4,22541,1.7,0.8382835766893809,betriebsbezogen,22188.0,1.7,-0.0159095006309716,0,4,1.7,0,0.0045291633537657,1.0142711784091287
1123,2018,BKK Merck,1,25517,1.7,0.8311415611619054,betriebsbezogen,22541.0,1.7,-0.1320260857992103,0,1,1.7,0,0.0285229780393042,1.0187797576922375
1124,2018,BKK Merck,2,22555,1.7,0.8311415611619054,betriebsbezogen,25517.0,1.7,0.1160794764274797,0,2,1.7,0,-0.0169117162164413,1.0165575354700158
1125,2018,BKK Merck,3,22578,1.7,0.8311415611619054,betriebsbezogen,22555.0,1.7,-0.0010197295499889,0,3,1.7,0,0.0230182824213502,1.0211130910255712
1126,2018,BKK Merck,4,22890,1.7,0.8311415611619054,betriebsbezogen,22578.0,1.7,-0.0138187616263619,0,4,1.4,-1,,1.0211130910255712
1127,2019,BKK Merck,1,22888,1.4,0.8381594330470611,betriebsbezogen,22890.0,1.7,8.737439930100481e-05,0,1,1.4,0,0.0030374314164579,0.967
1128,2019,BKK Merck,2,22925,1.4,0.8381594330470611,betriebsbezogen,22888.0,1.4,-0.0016165676336945,0,2,1.4,0,0.0054921775656571,0.9695925925925926
