Year,Provider,Quarter,Members,ACR,RiskFactor,Regionality,Members_Lag,Rate_Lag,ChurnRate,Treatment
2017,BKK Dürkopp Adler,2,17185,1.0,0.7905417915941343,Regional,17099.0,1.0,-0.005029533890870811,0
2017,BKK Dürkopp Adler,3,17248,1.0,0.7905417915941343,Regional,17185.0,1.0,-0.0036659877800407333,0
2017,BKK Dürkopp Adler,4,17415,1.0,0.7905417915941343,Regional,17248.0,1.0,-0.009682282003710576,0
2018,BKK Dürkopp Adler,1,17410,1.0,0.7943064291163155,Regional,17415.0,1.0,0.0002871088142405972,0
2018,BKK Dürkopp Adler,2,17434,1.0,0.7943064291163155,Regional,17410.0,1.0,-0.0013785180930499712,0
2018,BKK Dürkopp Adler,3,17463,1.0,0.7943064291163155,Regional,17434.0,1.0,-0.0016634163129517036,0
2018,BKK Dürkopp Adler,4,17653,1.0,0.7943064291163155,Regional,17463.0,1.0,-0.010880146595659394,0
2019,BKK Dürkopp Adler,1,17682,1.0,0.815717588650461,Regional,17653.0,1.0,-0.0016427802639777942,0
2019,BKK Dürkopp Adler,2,17691,1.0,0.815717588650461,Regional,17682.0,1.0,-0.0005089921954530031,0
2019,BKK Dürkopp Adler,3,17671,1.0,0.815717588650461,Regional,17691.0,1.0,0.0011305183426601098,0
2019,BKK Dürkopp Adler,4,17819,1.0,0.815717588650461,Regional,17671.0,1.0,-0.008375304170675118,0
2020,BKK Dürkopp Adler,1,17730,1.2,0.8601066526558646,Regional,17819.0,1.0,0.004994668612155564,1
2020,BKK Dürkopp Adler,2,17371,1.2,0.8601066526558646,Regional,17730.0,1.2,0.020248166948674564,0
2020,BKK Dürkopp Adler,3,17320,1.2,0.8601066526558646,Regional,17371.0,1.2,0.002935927695584595,0
2020,BKK Dürkopp Adler,4,17370,1.2,0.8601066526558646,Regional,17320.0,1.2,-0.002886836027713626,0
2021,BKK Dürkopp Adler,1,17228,1.2,0.86,Regional,17370.0,1.2,0.008175014392630972,0
2021,BKK Dürkopp Adler,2,17144,1.2,0.86,Regional,17228.0,1.2,0.00487578360807987,0
2021,BKK Dürkopp Adler,3,17039,1.2,0.86,Regional,17144.0,1.2,0.006124591693887074,0
2021,BKK Dürkopp Adler,4,17074,1.2,0.86,Regional,17039.0,1.2,-0.002054111156758026,0
2022,BKK Dürkopp Adler,1,17007,0.88,0.8750606793517642,Regional,17074.0,1.2,0.00392409511538011,0
2022,BKK Dürkopp Adler,2,16977,0.88,0.8750606793517642,Regional,17007.0,0.88,0.0017639795378373612,0
2022,BKK Dürkopp Adler,3,16964,0.88,0.8750606793517642,Regional,16977.0,0.88,0.0007657418860811686,0
2022,BKK Dürkopp Adler,4,17028,0.88,0.8750606793517642,Regional,16964.0,0.88,-0.00377269511907569,0
2023,BKK Dürkopp Adler,1,17025,1.29,0.91,Regional,17028.0,0.88,0.00017618040873854828,1
2023,BKK Dürkopp Adler,2,16944,1.29,0.91,Regional,17025.0,1.29,0.004757709251101322,0
2023,BKK Dürkopp Adler,3,16883,1.29,0.91,Regional,16944.0,1.29,0.003600094428706327,0
2023,BKK Dürkopp Adler,4,16961,1.29,0.91,Regional,16883.0,1.29,-0.004620031984836818,0
2024,BKK Dürkopp Adler,1,16928,1.55,0.92,Regional,16961.0,1.29,0.0019456399976416484,1
2024,BKK Dürkopp Adler,2,16729,1.55,0.92,Regional,16928.0,1.55,0.011755671077504725,0
2024,BKK Dürkopp Adler,3,16675,1.55,0.92,Regional,16729.0,1.55,0.003227927550959412,0
2024,BKK Dürkopp Adler,4,16695,2.55,0.92,Regional,16675.0,1.55,-0.0011994002998500749,1
2025,BKK Dürkopp Adler,1,15991,3.88,0.9437616157012634,Regional,16695.0,2.55,0.042168313866427075,1
2016,BKK EUREGIO,2,40122,0.7,0.7639173706435385,Regional,39109.0,0.7,-0.02590196629931729,0
2016,BKK EUREGIO,3,40507,0.7,0.7639173706435385,Regional,40122.0,0.7,-0.009595733014306366,0
2016,BKK EUREGIO,4,40833,0.7,0.7639173706435385,Regional,40507.0,0.7,-0.008047991705137383,0
2017,BKK EUREGIO,1,40686,0.7,0.7873336608620012,Regional,40833.0,0.7,0.003600029387995004,0
2017,BKK EUREGIO,2,41092,0.7,0.7873336608620012,Regional,40686.0,0.7,-0.009978862507988006,0
2017,BKK EUREGIO,3,41239,0.7,0.7873336608620012,Regional,41092.0,0.7,-0.0035773386547259807,0
2017,BKK EUREGIO,4,41595,0.7,0.7873336608620012,Regional,41239.0,0.7,-0.008632605058318582,0
2018,BKK EUREGIO,1,41518,0.5800000000000002,0.7866589733807442,Regional,41595.0,0.7,0.0018511840365428537,0
2018,BKK EUREGIO,2,42273,0.5800000000000002,0.7866589733807442,Regional,41518.0,0.5800000000000002,-0.018184883664916423,0
2018,BKK EUREGIO,3,42902,0.5800000000000002,0.7866589733807442,Regional,42273.0,0.5800000000000002,-0.01487947389586734,0
2018,BKK EUREGIO,4,43781,0.5800000000000002,0.7866589733807442,Regional,42902.0,0.5800000000000002,-0.020488555312106662,0
2019,BKK EUREGIO,1,44034,0.35,0.7912666757339825,Regional,43781.0,0.5800000000000002,-0.00577876247687353,0
2019,BKK EUREGIO,2,45492,0.35,0.7912666757339825,Regional,44034.0,0.35,-0.03311077803515465,0
2019,BKK EUREGIO,3,46046,0.35,0.7912666757339825,Regional,45492.0,0.35,-0.012177965356546206,0
2019,BKK EUREGIO,4,46958,0.35,0.7912666757339825,Regional,46046.0,0.35,-0.019806280675845892,0
2020,BKK EUREGIO,1,47387,0.35,0.8044585540112499,Regional,46958.0,0.35,-0.009135823501852719,0
2020,BKK EUREGIO,2,48664,0.35,0.8044585540112499,Regional,47387.0,0.35,-0.02694831915926309,0
2020,BKK EUREGIO,3,49336,0.35,0.8044585540112499,Regional,48664.0,0.35,-0.01380897583429229,0
2020,BKK EUREGIO,4,50080,0.35,0.8044585540112499,Regional,49336.0,0.35,-0.015080265931571267,0
2021,BKK EUREGIO,1,50434,0.35,0.81,Regional,50080.0,0.35,-0.007068690095846646,0
2021,BKK EUREGIO,2,53606,0.35,0.81,Regional,50434.0,0.35,-0.0628940793908871,0
2021,BKK EUREGIO,3,54591,0.35,0.81,Regional,53606.0,0.35,-0.018374808790060815,0
2021,BKK EUREGIO,4,56198,0.35,0.81,Regional,54591.0,0.35,-0.029437086699272773,0
2022,BKK EUREGIO,1,58078,0.35,0.8085331147304582,Regional,56198.0,0.35,-0.033453147798854055,0
2022,BKK EUREGIO,2,64130,0.35,0.8085331147304582,Regional,58078.0,0.35,-0.10420469024415441,0
2022,BKK EUREGIO,3,67027,0.8400000000000001,0.8085331147304582,Regional,64130.0,0.35,-0.045173865585529396,1
2022,BKK EUREGIO,4,68143,0.8400000000000001,0.8085331147304582,Regional,67027.0,0.8400000000000001,-0.016650006713712386,0
2023,BKK EUREGIO,1,68457,0.8400000000000001,0.81,Regional,68143.0,0.8400000000000001,-0.004607956796736275,0
2023,BKK EUREGIO,2,70121,0.8400000000000001,0.81,Regional,68457.0,0.8400000000000001,-0.024307229355653916,0
2023,BKK EUREGIO,3,70275,0.8400000000000001,0.81,Regional,70121.0,0.8400000000000001,-0.0021962037050241726,0
2023,BKK EUREGIO,4,70090,0.8400000000000001,0.81,Regional,70275.0,0.8400000000000001,0.0026325151191746708,0
2024,BKK EUREGIO,1,71999,1.25,0.81,Regional,70090.0,0.8400000000000001,-0.027236410329576258,1
2024,BKK EUREGIO,2,69085,1.25,0.81,Regional,71999.0,1.25,0.040472784344227006,0
2024,BKK EUREGIO,3,68511,1.79,0.81,Regional,69085.0,1.25,0.00830860534124629,1
2024,BKK EUREGIO,4,63376,1.79,0.81,Regional,68511.0,1.79,0.07495146764753105,0
2025,BKK EUREGIO,1,61884,3.39,0.8061265555729196,Regional,63376.0,1.79,0.02354203483968695,1
2016,BKK EWE,2,9902,0.9,0.8262195581615064,betriebsbezogen,9866.0,0.9,-0.0036488951956213257,0
2016,BKK EWE,3,9945,0.9,0.8262195581615064,betriebsbezogen,9902.0,0.9,-0.004342557059179963,0
2016,BKK EWE,4,10063,0.9,0.8262195581615064,betriebsbezogen,9945.0,0.9,-0.011865258924082453,0
2017,BKK EWE,1,10055,0.9,0.8393872646208594,betriebsbezogen,10063.0,0.9,0.0007949915532147471,0
2017,BKK EWE,2,10109,0.9,0.8393872646208594,betriebsbezogen,10055.0,0.9,-0.0053704624564893085,0
2017,BKK EWE,3,10113,0.9,0.8393872646208594,betriebsbezogen,10109.0,0.9,-0.0003956870115738451,0
2017,BKK EWE,4,10237,0.9,0.8393872646208594,betriebsbezogen,10113.0,0.9,-0.012261445663996836,0
2018,BKK EWE,1,10243,0.9,0.833569375573215,betriebsbezogen,10237.0,0.9,-0.0005861092116831103,0
2018,BKK EWE,2,10265,0.9,0.833569375573215,betriebsbezogen,10243.0,0.9,-0.0021478082592990334,0
2018,BKK EWE,3,10280,0.9,0.833569375573215,betriebsbezogen,10265.0,0.9,-0.0014612761811982464,0
2018,BKK EWE,4,10442,0.9,0.833569375573215,betriebsbezogen,10280.0,0.9,-0.01575875486381323,0
2019,BKK EWE,1,10433,0.9,0.8491500032500717,betriebsbezogen,10442.0,0.9,0.000861903849837196,0
2019,BKK EWE,2,10456,0.9,0.8491500032500717,betriebsbezogen,10433.0,0.9,-0.002204543276143008,0
2019,BKK EWE,3,10424,0.9,0.8491500032500717,betriebsbezogen,10456.0,0.9,0.00306044376434583,0
2019,BKK EWE,4,10489,0.9,0.8491500032500717,betriebsbezogen,10424.0,0.9,-0.00623561013046815,0
2020,BKK EWE,1,10498,0.9,0.8436561220632002,betriebsbezogen,10489.0,0.9,-0.0008580417580322243,0
2020,BKK EWE,2,10494,0.9,0.8436561220632002,betriebsbezogen,10498.0,0.9,0.00038102495713469235,0
2020,BKK EWE,3,10502,0.9,0.8436561220632002,betriebsbezogen,10494.0,0.9,-0.0007623403849818944,0
2020,BKK EWE,4,10552,0.9,0.8436561220632002,betriebsbezogen,10502.0,0.9,-0.004760997905160921,0
2021,BKK EWE,1,10551,0.9,0.86,betriebsbezogen,10552.0,0.9,9.476876421531463e-05,0
2021,BKK EWE,2,10551,0.9,0.86,betriebsbezogen,10551.0,0.9,0.0,0
2021,BKK EWE,3,10563,0.9,0.86,betriebsbezogen,10551.0,0.9,-0.0011373329542223485,0
2021,BKK EWE,4,10695,0.9,0.86,betriebsbezogen,10563.0,0.9,-0.012496449872195399,0
2022,BKK EWE,1,10687,0.9,0.889045343832542,betriebsbezogen,10695.0,0.9,0.000748013090229079,0
2022,BKK EWE,2,10700,0.9,0.889045343832542,betriebsbezogen,10687.0,0.9,-0.0012164311780668102,0
2022,BKK EWE,3,10712,0.9,0.889045343832542,betriebsbezogen,10700.0,0.9,-0.0011214953271028037,0
2022,BKK EWE,4,10804,0.9,0.889045343832542,betriebsbezogen,10712.0,0.9,-0.008588498879761016,0
2023,BKK EWE,1,10761,0.9,0.0,betriebsbezogen,10804.0,0.9,0.0039800074046649385,0
2023,BKK EWE,2,10828,0.9,0.0,betriebsbezogen,10761.0,0.9,-0.006226187157327386,0
2023,BKK EWE,3,10857,0.9,0.0,betriebsbezogen,10828.0,0.9,-0.0026782415958625785,0
2023,BKK EWE,4,11035,0.9,0.0,betriebsbezogen,10857.0,0.9,-0.016394952565165332,0
2024,BKK EWE,1,11071,0.9,0.92,betriebsbezogen,11035.0,0.9,-0.0032623470774807433,0
2024,BKK EWE,2,11157,0.9,0.92,betriebsbezogen,11071.0,0.9,-0.0077680426339084094,0
2024,BKK EWE,3,11185,0.9,0.92,betriebsbezogen,11157.0,0.9,-0.0025096352065967554,0
2024,BKK EWE,4,11398,0.9,0.92,betriebsbezogen,11185.0,0.9,-0.019043361645060347,0
2025,BKK EWE,1,11459,1.98,0.9389467509408095,betriebsbezogen,11398.0,0.9,-0.005351816108089138,1
2016,BKK Faber-Castell & Partner,2,44614,0.5,0.7732329177618964,Regional,35545.0,0.5,-0.25514137009424676,0
2016,BKK Faber-Castell & Partner,3,47371,0.5,0.7732329177618964,Regional,44614.0,0.5,-0.06179674541623706,0
2016,BKK Faber-Castell & Partner,4,49195,0.5,0.7732329177618964,Regional,47371.0,0.5,-0.03850457030672774,0
2017,BKK Faber-Castell & Partner,1,50375,0.65,0.7660025419336522,Regional,49195.0,0.5,-0.023986177457058645,1
2017,BKK Faber-Castell & Partner,2,51611,0.65,0.7660025419336522,Regional,50375.0,0.65,-0.024535980148883373,0
2017,BKK Faber-Castell & Partner,3,52449,0.65,0.7660025419336522,Regional,51611.0,0.65,-0.01623684873379706,0
2017,BKK Faber-Castell & Partner,4,53776,0.65,0.7660025419336522,Regional,52449.0,0.65,-0.02530076836545978,0
2018,BKK Faber-Castell & Partner,1,54122,0.65,0.7643605152414981,Regional,53776.0,0.65,-0.0064340969949419815,0
2018,BKK Faber-Castell & Partner,2,54842,0.65,0.7643605152414981,Regional,54122.0,0.65,-0.013303277779830753,0
2018,BKK Faber-Castell & Partner,3,55409,0.65,0.7643605152414981,Regional,54842.0,0.65,-0.01033879143721965,0
2018,BKK Faber-Castell & Partner,4,56474,0.65,0.7643605152414981,Regional,55409.0,0.65,-0.019220704217726363,0
2019,BKK Faber-Castell & Partner,1,56745,0.65,0.7787759589263683,Regional,56474.0,0.65,-0.004798668413783334,0
2019,BKK Faber-Castell & Partner,2,57298,0.65,0.7787759589263683,Regional,56745.0,0.65,-0.00974535201339325,0
2019,BKK Faber-Castell & Partner,3,57506,0.65,0.7787759589263683,Regional,57298.0,0.65,-0.0036301441586093757,0
2019,BKK Faber-Castell & Partner,4,58384,0.65,0.7787759589263683,Regional,57506.0,0.65,-0.015267972037700413,0
2020,BKK Faber-Castell & Partner,1,58563,0.65,0.7872629681774086,Regional,58384.0,0.65,-0.0030659084680734446,0
2020,BKK Faber-Castell & Partner,2,58976,0.65,0.7872629681774086,Regional,58563.0,0.65,-0.007052234345918071,0
2020,BKK Faber-Castell & Partner,3,59403,0.65,0.7872629681774086,Regional,58976.0,0.65,-0.00724023331524688,0
2020,BKK Faber-Castell & Partner,4,60102,0.65,0.7872629681774086,Regional,59403.0,0.65,-0.011767082470582294,0
2021,BKK Faber-Castell & Partner,1,60246,0.65,0.81,Regional,60102.0,0.65,-0.002395926924228811,0
2021,BKK Faber-Castell & Partner,2,61847,0.65,0.81,Regional,60246.0,0.65,-0.026574378381967266,0
2021,BKK Faber-Castell & Partner,3,62664,0.65,0.81,Regional,61847.0,0.65,-0.013210018270894304,0
2021,BKK Faber-Castell & Partner,4,63815,0.65,0.81,Regional,62664.0,0.65,-0.01836780288522916,0
2022,BKK Faber-Castell & Partner,1,64542,0.65,0.8057061975055131,Regional,63815.0,0.65,-0.011392305884196506,0
2022,BKK Faber-Castell & Partner,2,68316,0.65,0.8057061975055131,Regional,64542.0,0.65,-0.058473552105605654,0
2022,BKK Faber-Castell & Partner,3,69945,0.65,0.8057061975055131,Regional,68316.0,0.65,-0.02384507289653961,0
2022,BKK Faber-Castell & Partner,4,71702,0.65,0.8057061975055131,Regional,69945.0,0.65,-0.02511973693616413,0
2023,BKK Faber-Castell & Partner,1,72512,1.35,0.79,Regional,71702.0,0.65,-0.011296756017963237,1
2023,BKK Faber-Castell & Partner,2,72609,1.35,0.79,Regional,72512.0,1.35,-0.0013377096204766107,0
2023,BKK Faber-Castell & Partner,3,72662,1.35,0.79,Regional,72609.0,1.35,-0.0007299370601440593,0
2023,BKK Faber-Castell & Partner,4,73254,1.35,0.79,Regional,72662.0,1.35,-0.008147312212710908,0
2024,BKK Faber-Castell & Partner,1,73115,1.1,0.79,Regional,73254.0,1.35,0.001897507303355448,0
2024,BKK Faber-Castell & Partner,2,74996,1.1,0.79,Regional,73115.0,1.1,-0.025726595089926828,0
2024,BKK Faber-Castell & Partner,3,75929,1.1,0.79,Regional,74996.0,1.1,-0.012440663502053443,0
2024,BKK Faber-Castell & Partner,4,77162,1.1,0.79,Regional,75929.0,1.1,-0.016238854719540622,0
2025,BKK Faber-Castell & Partner,1,77742,2.18,0.7795603294426169,Regional,77162.0,1.1,-0.007516653274928073,1
2016,BKK Freudenberg,2,20465,0.7,0.9411296227067314,Regional,18585.0,0.7,-0.10115684691955878,0
2016,BKK Freudenberg,3,21018,0.7,0.9411296227067314,Regional,20465.0,0.7,-0.02702174444172978,0
2016,BKK Freudenberg,4,21694,0.7,0.9411296227067314,Regional,21018.0,0.7,-0.032162907983633075,0
2017,BKK Freudenberg,1,22078,0.9,0.9136930802073606,Regional,21694.0,0.7,-0.017700746750253526,1
2017,BKK Freudenberg,2,22446,0.9,0.9136930802073606,Regional,22078.0,0.9,-0.016668176465259536,0
2017,BKK Freudenberg,3,22652,0.9,0.9136930802073606,Regional,22446.0,0.9,-0.009177581751759778,0
2017,BKK Freudenberg,4,22990,0.9,0.9136930802073606,Regional,22652.0,0.9,-0.01492141974218612,0
2018,BKK Freudenberg,1,23195,0.9,0.8886188469814367,Regional,22990.0,0.9,-0.00891692040017399,0
2018,BKK Freudenberg,2,23949,0.9,0.8886188469814367,Regional,23195.0,0.9,-0.03250700582021988,0
2018,BKK Freudenberg,3,24613,0.9,0.8886188469814367,Regional,23949.0,0.9,-0.02772558353167147,0
2018,BKK Freudenberg,4,25174,0.9,0.8886188469814367,Regional,24613.0,0.9,-0.02279283305570227,0
2019,BKK Freudenberg,1,25489,0.7,0.8758574693548331,Regional,25174.0,0.9,-0.0125129101453881,0
2019,BKK Freudenberg,2,25885,0.7,0.8758574693548331,Regional,25489.0,0.7,-0.015536113617638982,0
2019,BKK Freudenberg,3,26127,0.7,0.8758574693548331,Regional,25885.0,0.7,-0.009349043847788294,0
2019,BKK Freudenberg,4,26602,0.7,0.8758574693548331,Regional,26127.0,0.7,-0.01818042637884181,0
2020,BKK Freudenberg,1,26817,0.7,0.8623460401146353,Regional,26602.0,0.7,-0.008082099090293962,0
2020,BKK Freudenberg,2,27384,0.7,0.8623460401146353,Regional,26817.0,0.7,-0.021143304620203602,0
2020,BKK Freudenberg,3,27707,0.7,0.8623460401146353,Regional,27384.0,0.7,-0.011795208881098451,0
2020,BKK Freudenberg,4,28026,0.7,0.8623460401146353,Regional,27707.0,0.7,-0.011513335980077238,0
2021,BKK Freudenberg,1,28246,1.3,0.89,Regional,28026.0,0.7,-0.00784985370727182,1
2021,BKK Freudenberg,2,27772,1.3,0.89,Regional,28246.0,1.3,0.016781137152163138,0
2021,BKK Freudenberg,3,27839,1.3,0.89,Regional,27772.0,1.3,-0.0024125018003744777,0
2021,BKK Freudenberg,4,27933,1.3,0.89,Regional,27839.0,1.3,-0.0033765580660224865,0
2022,BKK Freudenberg,1,28020,1.3,0.8930199074957927,Regional,27933.0,1.3,-0.0031145956395661045,0
2022,BKK Freudenberg,2,28150,1.3,0.8930199074957927,Regional,28020.0,1.3,-0.0046395431834403995,0
2022,BKK Freudenberg,3,28296,1.3,0.8930199074957927,Regional,28150.0,1.3,-0.005186500888099467,0
2022,BKK Freudenberg,4,28354,1.3,0.8930199074957927,Regional,28296.0,1.3,-0.0020497596833474697,0
2023,BKK Freudenberg,1,28455,1.5,0.89,Regional,28354.0,1.3,-0.003562107639133808,1
2023,BKK Freudenberg,2,28417,1.5,0.89,Regional,28455.0,1.5,0.00133544192584783,0
2023,BKK Freudenberg,3,28320,1.5,0.89,Regional,28417.0,1.5,0.0034134496956047438,0
2023,BKK Freudenberg,4,28416,1.5,0.89,Regional,28320.0,1.5,-0.003389830508474576,0
2024,BKK Freudenberg,1,28735,1.5,0.9,Regional,28416.0,1.5,-0.01122606981981982,0
2024,BKK Freudenberg,2,28975,1.5,0.9,Regional,28735.0,1.5,-0.008352183748042457,0
2024,BKK Freudenberg,3,29399,1.5,0.9,Regional,28975.0,1.5,-0.01463330457290768,0
2024,BKK Freudenberg,4,30014,1.5,0.9,Regional,29399.0,1.5,-0.020919078880234022,0
2025,BKK Freudenberg,1,30613,2.49,0.9000675730089399,Regional,30014.0,1.5,-0.019957353235156926,1
2016,BKK Gildemeister Seidensticker,2,127846,1.2,0.7339693084872598,Bundesweit,130724.0,1.2,0.022015850188182737,0
2016,BKK Gildemeister Seidensticker,3,127873,1.2,0.7339693084872598,Bundesweit,127846.0,1.2,-0.00021119158988157626,0
2016,BKK Gildemeister Seidensticker,4,128923,1.2,0.7339693084872598,Bundesweit,127873.0,1.2,-0.008211272121558108,0
2017,BKK Gildemeister Seidensticker,1,128966,1.2,0.7470262378959215,Bundesweit,128923.0,1.2,-0.00033353241857542876,0
2017,BKK Gildemeister Seidensticker,2,129185,1.2,0.7470262378959215,Bundesweit,128966.0,1.2,-0.001698121985639626,0
2017,BKK Gildemeister Seidensticker,3,129065,1.2,0.7470262378959215,Bundesweit,129185.0,1.2,0.000928900414134768,0
2017,BKK Gildemeister Seidensticker,4,129714,1.2,0.7470262378959215,Bundesweit,129065.0,1.2,-0.005028474024716228,0
2018,BKK Gildemeister Seidensticker,1,129226,1.2,0.7654726062317301,Bundesweit,129714.0,1.2,0.0037621228240590837,0
2018,BKK Gildemeister Seidensticker,2,129076,1.2,0.7654726062317301,Bundesweit,129226.0,1.2,0.0011607571231795459,0
2018,BKK Gildemeister Seidensticker,3,128712,1.2,0.7654726062317301,Bundesweit,129076.0,1.2,0.002820044005082277,0
2018,BKK Gildemeister Seidensticker,4,129170,1.2,0.7654726062317301,Bundesweit,128712.0,1.2,-0.0035583317794766612,0
2019,BKK Gildemeister Seidensticker,1,128478,1.1,0.7781597211138136,Bundesweit,129170.0,1.2,0.005357281102423163,0
2019,BKK Gildemeister Seidensticker,2,128454,1.1,0.7781597211138136,Bundesweit,128478.0,1.1,0.00018680240975108578,0
2019,BKK Gildemeister Seidensticker,3,128362,1.1,0.7781597211138136,Bundesweit,128454.0,1.1,0.000716209693742507,0
2019,BKK Gildemeister Seidensticker,4,129364,1.1,0.7781597211138136,Bundesweit,128362.0,1.1,-0.007806048519032112,0
2020,BKK Gildemeister Seidensticker,1,128685,1.2,0.7979370688592827,Bundesweit,129364.0,1.1,0.005248755449738722,1
2020,BKK Gildemeister Seidensticker,2,128494,1.2,0.7979370688592827,Bundesweit,128685.0,1.2,0.0014842444729377938,0
2020,BKK Gildemeister Seidensticker,3,129490,1.2,0.7979370688592827,Bundesweit,128494.0,1.2,-0.007751334692670475,0
2020,BKK Gildemeister Seidensticker,4,130135,1.2,0.7979370688592827,Bundesweit,129490.0,1.2,-0.0049810796200478805,0
2021,BKK Gildemeister Seidensticker,1,128789,1.2,0.83,Bundesweit,130135.0,1.2,0.010343105236869404,0
2021,BKK Gildemeister Seidensticker,2,129378,1.2,0.83,Bundesweit,128789.0,1.2,-0.004573371949467734,0
2021,BKK Gildemeister Seidensticker,3,129724,1.2,0.83,Bundesweit,129378.0,1.2,-0.002674334121720849,0
2021,BKK Gildemeister Seidensticker,4,130906,1.2,0.83,Bundesweit,129724.0,1.2,-0.009111652431315717,0
2022,BKK Gildemeister Seidensticker,1,130989,0.9,0.8553065441549088,Bundesweit,130906.0,1.2,-0.0006340427482315555,0
2022,BKK Gildemeister Seidensticker,2,132279,0.9,0.8553065441549088,Bundesweit,130989.0,0.9,-0.009848155188603623,0
2022,BKK Gildemeister Seidensticker,3,133404,0.9,0.8553065441549088,Bundesweit,132279.0,0.9,-0.008504751321071372,0
2022,BKK Gildemeister Seidensticker,4,134823,0.9,0.8553065441549088,Bundesweit,133404.0,0.9,-0.010636862462894666,0
2023,BKK Gildemeister Seidensticker,1,135396,0.9,0.85,Bundesweit,134823.0,0.9,-0.004250016688547206,0
2023,BKK Gildemeister Seidensticker,2,138733,0.9,0.85,Bundesweit,135396.0,0.9,-0.024646222931253507,0
2023,BKK Gildemeister Seidensticker,3,140619,0.9,0.85,Bundesweit,138733.0,0.9,-0.013594458420130755,0
2023,BKK Gildemeister Seidensticker,4,143568,0.9,0.85,Bundesweit,140619.0,0.9,-0.020971561453288674,0
2024,BKK Gildemeister Seidensticker,1,144999,1.5,0.86,Bundesweit,143568.0,0.9,-0.00996740220661986,1
2024,BKK Gildemeister Seidensticker,2,144735,1.5,0.86,Bundesweit,144999.0,1.5,0.0018207022117393912,0
2024,BKK Gildemeister Seidensticker,3,143824,1.99,0.86,Bundesweit,144735.0,1.5,0.00629426192696998,1
2024,BKK Gildemeister Seidensticker,4,142017,3.4,0.86,Bundesweit,143824.0,1.99,0.01256396707086439,1
2025,BKK Gildemeister Seidensticker,1,138784,3.4,0.8710823103549484,Bundesweit,142017.0,3.4,0.022764880260813847,0
2016,BKK Groz-Beckert,2,5274,0.6,0.9125053564499634,betriebsbezogen,5281.0,0.6,0.0013255065328536262,0
2016,BKK Groz-Beckert,3,5281,0.6,0.9125053564499634,betriebsbezogen,5274.0,0.6,-0.0013272658323852863,0
2016,BKK Groz-Beckert,4,5301,0.6,0.9125053564499634,betriebsbezogen,5281.0,0.6,-0.0037871615224389322,0
2017,BKK Groz-Beckert,1,5333,0.9,0.9050173584203971,betriebsbezogen,5301.0,0.6,-0.006036596868515374,1
2017,BKK Groz-Beckert,2,5335,0.9,0.9050173584203971,betriebsbezogen,5333.0,0.9,-0.0003750234389649353,0
2017,BKK Groz-Beckert,3,5346,0.9,0.9050173584203971,betriebsbezogen,5335.0,0.9,-0.002061855670103093,0
2017,BKK Groz-Beckert,4,5398,0.9,0.9050173584203971,betriebsbezogen,5346.0,0.9,-0.009726898615787506,0
2018,BKK Groz-Beckert,1,5390,0.9,0.8894012736480932,betriebsbezogen,5398.0,0.9,0.0014820303816228233,0
2018,BKK Groz-Beckert,2,5410,0.9,0.8894012736480932,betriebsbezogen,5390.0,0.9,-0.0037105751391465678,0
2018,BKK Groz-Beckert,3,5409,0.9,0.8894012736480932,betriebsbezogen,5410.0,0.9,0.00018484288354898336,0
2018,BKK Groz-Beckert,4,5458,0.9,0.8894012736480932,betriebsbezogen,5409.0,0.9,-0.009058975781105564,0
2019,BKK Groz-Beckert,1,5458,0.9,0.9016481655894337,betriebsbezogen,5458.0,0.9,0.0,0
2019,BKK Groz-Beckert,2,5441,0.9,0.9016481655894337,betriebsbezogen,5458.0,0.9,0.00311469402711616,0
2019,BKK Groz-Beckert,3,5458,0.9,0.9016481655894337,betriebsbezogen,5441.0,0.9,-0.003124425657048337,0
2019,BKK Groz-Beckert,4,5507,0.9,0.9016481655894337,betriebsbezogen,5458.0,0.9,-0.008977647489923048,0
2020,BKK Groz-Beckert,1,5498,0.9,0.9063281029775032,betriebsbezogen,5507.0,0.9,0.0016342836390049029,0
2020,BKK Groz-Beckert,2,5479,0.9,0.9063281029775032,betriebsbezogen,5498.0,0.9,0.0034558021098581304,0
2020,BKK Groz-Beckert,3,5514,0.9,0.9063281029775032,betriebsbezogen,5479.0,0.9,-0.006388027012228509,0
2020,BKK Groz-Beckert,4,5551,0.9,0.9063281029775032,betriebsbezogen,5514.0,0.9,-0.00671019223793979,0
2021,BKK Groz-Beckert,1,5520,0.9,0.85,betriebsbezogen,5551.0,0.9,0.005584579355071158,0
2021,BKK Groz-Beckert,2,5528,0.9,0.85,betriebsbezogen,5520.0,0.9,-0.0014492753623188406,0
2021,BKK Groz-Beckert,3,5553,0.9,0.85,betriebsbezogen,5528.0,0.9,-0.004522431259044862,0
2021,BKK Groz-Beckert,4,5579,0.9,0.85,betriebsbezogen,5553.0,0.9,-0.004682153790743742,0
2022,BKK Groz-Beckert,1,5580,0.9,0.8530512436160318,betriebsbezogen,5579.0,0.9,-0.0001792435920415845,0
2022,BKK Groz-Beckert,2,5583,0.9,0.8530512436160318,betriebsbezogen,5580.0,0.9,-0.0005376344086021505,0
2022,BKK Groz-Beckert,3,5611,0.9,0.8530512436160318,betriebsbezogen,5583.0,0.9,-0.005015224789539674,0
